label,l,m,a,omega,omega_h,m_omega_h,p_horizon,superradiant,N,r_match,mapping,B_inc,B_ref,abs_B_inc,abs_B_ref,reflection_amplitude,R,T,amplification,flux_balance_error,self_rel_abs_B_inc,self_rel_abs_B_ref,self_abs_R,self_abs_T,score,passed,cond_outer_down,cond_outer_up,cond_inner
kerr_a09_l2m2,2,2,9.0000000000000002e-01,5.0000000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,-1.2678900627325862e-01,true,128,1.2000000000000000e+01,linear,-4.4253234580110616e+00-4.6672610602044600e+01j,4.6381243647782576e+01-6.8865467395936202e+00j,4.6881937546544606e+01,4.6889703435952534e+01,5.2850566283467376e-02+9.9876831180478021e-01j,1.0003313230218536e+00,-3.3132302996236789e-04,3.3132302185356899e-04,8.1088469272572183e-12,5.6143848794634663e-08,5.6131721527220798e-08,2.4262813980158171e-11,3.7203501238904091e-11,5.6143848794634663e-08,true,1.5882214638687901e+09,1.5882214638687901e+09,2.8571867634355336e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,5.7999999999999996e-01,3.1339450313662931e-01,6.2678900627325862e-01,-4.6789006273258660e-02,true,128,1.2000000000000000e+01,linear,4.8850918286442937e+00-2.1029516621072894e+01j,1.7472312608708876e+01+1.2690730951201507e+01j,2.1589457878563518e+01,2.1594822526990843e+01,-3.8945346235229628e-01+9.2131592391755290e-01j,1.0004970310022454e+00,-4.9703101338290654e-04,4.9703100224540719e-04,1.1137535338434645e-11,2.3015295102270026e-08,2.3012898843518528e-08,4.7954973325659012e-12,2.2878631172722208e-11,2.3015295102270026e-08,true,1.5819865281568811e+09,1.5819865281568811e+09,1.8309531318341425e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.2000000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,-6.7890062732586243e-03,true,128,1.2000000000000000e+01,linear,4.8347458417926932e+00-1.2263434180458264e+01j,6.0484095092894945e+00+1.1713870994600995e+01j,1.3182055425963123e+01,1.3183248130495690e+01,-6.5841060897574744e-01+7.5277914223552456e-01j,1.0001809669966668e+00,-1.8096700063285757e-04,1.8096699666680927e-04,3.9660497108684467e-12,9.4671803370318982e-08,9.4657754639245939e-08,2.8102631333126737e-11,3.4264946240612770e-11,9.4671803370318982e-08,true,1.5797685047821982e+09,1.5797685047821982e+09,1.3326096173047543e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.2500000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,-1.7890062732586198e-03,true,128,1.2000000000000000e+01,linear,4.6836054742748949e+00-1.1384091795425840e+01j,4.9831844382985864e+00+1.1256544732303604e+01j,1.2309902771563214e+01,1.2310236653145756e+01,-6.9163667420394748e-01+7.2228315614191685e-01j,1.0000542467502263e+00,-5.4246751402997984e-05,5.4246750226250029e-05,1.1767253838002034e-12,9.1033820451750228e-08,9.1029807550497330e-08,8.0262463342251067e-12,9.8765785114707412e-12,9.1033820451750228e-08,true,1.5795219703950028e+09,1.5795219703950028e+09,1.2718875222748224e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.2700000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,2.1099372674138195e-04,false,128,1.2000000000000000e+01,linear,4.6168079413148764e+00-1.1046156309572082e+01j,4.5824208004250666e+00+1.1060422143786429e+01j,1.1972154558912409e+01,1.1972114198876049e+01,-7.0478785923211118e-01+7.0941337115423808e-01j,9.9999325769340297e-01,6.7423067451462809e-06,-6.7423065970295681e-06,1.4810375148499588e-13,8.2159178433968422e-08,8.2159619360461750e-08,8.8196117076222436e-13,1.1078848113500847e-12,8.2159178433968422e-08,true,1.5794250647692726e+09,1.5794250647692726e+09,1.2477889023876725e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.2800000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,1.2109937267413828e-03,false,128,1.2000000000000000e+01,linear,4.5821556603000833e+00-1.0880139630168399e+01j,4.3874887559181222e+00+1.0959835470184025e+01j,1.1805659188168233e+01,1.1805424647881662e+01,-7.1132834138553491e-01+7.0283159974587250e-01j,9.9996026685963857e-01,3.9733141239915638e-05,-3.9733140361430941e-05,8.7840845708342385e-13,7.6286010228286373e-08,7.6288378225027679e-08,4.7364334676558428e-12,6.0621658720997305e-12,7.6286010228286373e-08,true,1.5793770709375198e+09,1.5793770709375198e+09,1.2357849247358894e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.3000000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,3.2109937267413846e-03,false,128,1.2000000000000000e+01,linear,4.5104761393320008e+00-1.0553994587293301e+01j,4.0085305740491224e+00+1.0753987281830458e+01j,1.1477421171678749e+01,1.1476783513722729e+01,-7.2433215827979236e-01+6.8937059146122737e-01j,9.9988888788986463e-01,1.1111211259108010e-04,-1.1111211013536959e-04,2.4558133304708463e-12,6.1943700287303437e-08,6.1948741710473787e-08,1.0081824264318584e-11,1.3765391211335680e-11,6.1943700287303437e-08,true,1.5792815052747285e+09,1.5792815052747285e+09,1.2118735893831040e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.3500000000000001e-01,3.1339450313662931e-01,6.2678900627325862e-01,8.2109937267413891e-03,false,128,1.2000000000000000e+01,linear,4.3186540367866071e+00-9.7727964211273903e+00j,3.1246088690787719e+00+1.0215576727474410e+01j,1.0684489813662307e+01,1.0682751914167177e+01,-7.5632371802767917e-01+6.5394888746891644e-01j,9.9967471387304585e-01,3.2528613401218112e-04,-3.2528612695414960e-04,7.0581318567519702e-12,1.6253352485624049e-08,1.6253201247228471e-08,3.0198066269804258e-13,1.0573980439073510e-11,1.6253352485624049e-08,true,1.5790467298703001e+09,1.5790467298703001e+09,1.1527164139482686e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,6.5000000000000002e-01,3.1339450313662931e-01,6.2678900627325862e-01,2.3210993726741402e-02,false,128,1.2000000000000000e+01,linear,3.6633844405630760e+00-7.7147344045465287e+00j,1.0030041950733006e+00+8.4751959304478337e+00j,8.5403461576246151e+00,8.5343402483621524e+00,-8.4605977856142001e-01+5.3176768097470095e-01j,9.9859401542861026e-01,1.4059846020734203e-03,-1.4059845713897401e-03,3.0683677820775301e-11,6.9741143008887895e-08,6.9862230511229258e-08,2.4183488545048704e-10,1.9610993970235746e-10,6.9741143008887895e-08,true,1.5783760315920033e+09,1.5783760315920033e+09,9.8199568346055195e+07
kerr_a09_l2m2,2,2,9.0000000000000002e-01,7.5000000000000000e-01,3.1339450313662931e-01,6.2678900627325862e-01,1.2321099372674138e-01,false,128,1.2000000000000000e+01,linear,-2.9426251687528514e-02-1.5885895255656413e+00j,-1.1504374143047797e+00+8.5393006814351657e-01j,1.5888620409038812e+00,1.4327256560527764e+00,-5.2394550422340691e-01-7.3389327313327613e-01j,8.1311822774619358e-01,1.8688177589603616e-01,-1.8688177225380642e-01,3.6422296290083978e-09,4.7005675123844962e-08,6.1286804083881675e-08,2.3224494216655955e-08,1.7569007693118976e-08,4.7005675123844962e-08,true,1.5749084882170973e+09,1.5749084882170973e+09,3.0012380797185883e+07
kerr_a09_l2m2,2,2,9.0000000000000002e-01,9.0000000000000002e-01,3.1339450313662931e-01,6.2678900627325862e-01,2.7321099372674140e-01,false,192,1.2000000000000000e+01,linear,-8.9839767520472902e-01+2.6290370712941413e-01j,-6.3310323874635477e-02-2.1183961406636365e-02j,9.3607517969212839e-01,6.6760447347131352e-02,5.8555528818320525e-02+4.0715184394884474e-02j,5.0864761955026093e-03,9.9491352837229585e-01,-9.9491352380449738e-01,4.5677983617764539e-09,1.6011987268302376e-09,5.4602027989931707e-08,5.7175279701698889e-10,3.1861085991735649e-09,4.5677983617764539e-09,true,9.7310474257345619e+09,9.7310474257345619e+09,1.1181392416750343e+08
kerr_a09_l2m2,2,2,9.0000000000000002e-01,1.1000000000000001e+00,3.1339450313662931e-01,6.2678900627325862e-01,4.7321099372674147e-01,false,160,1.2000000000000000e+01,linear,-4.8461354304768806e-01+1.0002834384664416e+00j,-7.3236593971004081e-04-7.5083481192614440e-04j,1.1114932493611831e+00,1.0488626146676883e-03,-3.2064727659225200e-04+8.8750439960202064e-04j,8.9047873529897132e-07,9.9999911687246634e-01,-9.9999910952126470e-01,7.3512016474097663e-09,3.9558180980013446e-09,8.9620626489480990e-07,1.5890579664287231e-12,7.9116292406311572e-09,7.3512016474097663e-09,true,4.2799655435813022e+09,4.2799655435813022e+09,4.8524082219675340e+07
