branch,subdomain,k,abs_coeff,normalized_abs_coeff,real_coeff,imag_coeff
up,outer,136,4.3291488593854251e-14,4.3295380515968322e-14,1.6434215988868952e-14,4.0050836814016971e-14
up,outer,137,3.1833445479004905e-14,3.1836307318466911e-14,1.9763707572489256e-14,2.4955242215893408e-14
up,outer,138,1.8563895084036694e-14,1.8565563985618681e-14,5.3782609562819800e-15,1.7767737891393338e-14
up,outer,139,2.8524436404391416e-14,2.8527000762616080e-14,-8.7495938496759087e-15,2.7149366100406169e-14
up,outer,140,3.7828307756341986e-14,3.7831708536316916e-14,-8.4461511192373198e-15,3.6873342660783136e-14
up,outer,141,2.9083639541679812e-14,2.9086254172489850e-14,-2.4515922946024879e-15,2.8980127401573086e-14
up,outer,142,1.5267460114431911e-14,1.5268832665193623e-14,-4.2442637209648528e-15,1.4665659337809221e-14
up,outer,143,1.6228916905088980e-14,1.6230375891200152e-14,-8.4616188587976843e-15,1.3848420494797312e-14
up,outer,144,2.0683084377268932e-14,2.0684943794814729e-14,-2.9705995574413709e-15,2.0468647186039318e-14
up,outer,145,2.0618507322855215e-14,2.0620360934898029e-14,6.9297735778012442e-15,1.9419090668284182e-14
up,outer,146,1.7503331150442853e-14,1.7504904706903648e-14,9.3979812820416559e-15,1.4766331608915527e-14
up,outer,147,1.5741987185967256e-14,1.5743402396902210e-14,6.6008430479215184e-15,1.4291222187757891e-14
up,outer,148,1.4870658994129018e-14,1.4871995872311542e-14,6.5187355624340665e-15,1.3365724282160233e-14
up,outer,149,1.1490715032167579e-14,1.1491748052038061e-14,8.1435436419725245e-15,8.1067397208600963e-15
up,outer,150,6.7600061619204139e-15,6.7606138891741400e-15,6.0194492618093019e-15,3.0763474923528085e-15
up,outer,151,5.4587812804327854e-15,5.4592720270499904e-15,2.3336008448896748e-15,4.9348353735797100e-15
up,outer,152,1.1467515632570823e-14,1.1468546566806016e-14,4.2118169080840182e-15,1.0666044867523942e-14
up,outer,153,1.3492952982550436e-14,1.3494166004412298e-14,1.0624753564030354e-14,8.3171143970093983e-15
up,outer,154,1.1730461736637535e-14,1.1731516309832497e-14,1.1359046650928060e-14,-2.9284452763808534e-15
up,outer,155,1.1411173678757508e-14,1.1412199547828552e-14,8.6689921452588512e-16,-1.1378197154146282e-14
up,outer,156,1.5952322963533014e-14,1.5953757083738374e-14,-1.2542336163950758e-14,-9.8573024445492045e-15
up,outer,157,1.7359925016087482e-14,1.7361485680279527e-14,-1.7077140513557832e-14,-3.1206198814308807e-15
up,outer,158,1.1788263620996926e-14,1.1789323390604376e-14,-1.1429263394996670e-14,-2.8870568830400145e-15
up,outer,159,1.4064408471642060e-14,1.4065672867580617e-14,-7.3934616885592975e-15,-1.1964293122328743e-14
up,outer,160,2.3969052851563654e-14,2.3971207678987621e-14,-1.3251436984748291e-14,-1.9972854388902374e-14
up,outer,161,3.0109489866193913e-14,3.0112196721357825e-14,-2.2372496027248242e-14,-2.0150751884562416e-14
up,outer,162,2.8504102900589678e-14,2.8506665430824232e-14,-2.3477477764978335e-14,-1.6164526592583925e-14
up,outer,163,2.0706874781612109e-14,2.0708736337924757e-14,-1.4775328131551388e-14,-1.4507389214684689e-14
up,outer,164,2.0835594955494469e-14,2.0837468083802159e-14,-4.9378442839358154e-15,-2.0242028331593376e-14
up,outer,165,2.9322175218742838e-14,2.9324811294005512e-14,-2.7782246137567568e-15,-2.9190262546852380e-14
up,outer,166,3.2072072414357567e-14,3.2074955706476362e-14,-6.5548659583649555e-15,-3.1395088170280137e-14
up,outer,167,2.7068747139757192e-14,2.7071180630935604e-14,-6.5906534670052632e-15,-2.6254149359557713e-14
up,outer,168,2.1118728513819402e-14,2.1120627095947060e-14,1.0261413691141148e-15,-2.1093784106485051e-14
up,outer,169,2.4147997747075241e-14,2.4150168661716780e-14,1.0630280718026430e-14,-2.1682318304293623e-14
up,outer,170,3.0936710812470058e-14,3.0939492035127410e-14,1.3004988422125397e-14,-2.8070453363541999e-14
up,outer,171,3.5284385134178293e-14,3.5287557214493513e-14,5.8714899174847717e-15,-3.4792433666616324e-14
up,outer,172,3.5846784204548501e-14,3.5850006844764756e-14,-3.9951537191510330e-15,-3.5623456942972582e-14
up,outer,173,3.2249629337011715e-14,3.2252528591568769e-14,-7.6426081467113005e-15,-3.1330961253853490e-14
up,outer,174,2.8518874887794490e-14,2.8521438746036595e-14,-3.1437672152243385e-15,-2.8345069281308094e-14
up,outer,175,3.1062957462480699e-14,3.1065750034762306e-14,4.3616150493247739e-15,-3.0755221353087169e-14
up,outer,176,3.6515018209220086e-14,3.6518300923940236e-14,1.0261650542952350e-14,-3.5043474184989139e-14
up,outer,177,3.8645557021816324e-14,3.8649031272826606e-14,1.5066869735824967e-14,-3.5587476925038375e-14
up,outer,178,4.0115975132383774e-14,4.0119581574569444e-14,2.1903236621834216e-14,-3.3608625177325742e-14
up,outer,179,4.4192469215120686e-14,4.4196442135752442e-14,3.0010060486452786e-14,-3.2440262097104494e-14
up,outer,180,4.8794409247065897e-14,4.8798795883944418e-14,3.5757752354650978e-14,-3.3200565060155263e-14
up,outer,181,5.0769348604559255e-14,5.0773912789274751e-14,3.6571199495423702e-14,-3.5214686214663105e-14
up,outer,182,4.9650593253431281e-14,4.9655056861593906e-14,3.3861478384893130e-14,-3.6312280181876367e-14
up,outer,183,4.7391259815703060e-14,4.7395520308887320e-14,2.9730930870685944e-14,-3.6905328293919368e-14
up,outer,184,4.6653258257594295e-14,4.6657452404143739e-14,2.3481747903480005e-14,-4.0312951038682375e-14
up,outer,185,4.7372085717620961e-14,4.7376344487046141e-14,1.3389765986305318e-14,-4.5440385914620145e-14
up,outer,186,4.6658117403870017e-14,4.6662311987258653e-14,1.6455072004150502e-15,-4.6629092053424120e-14
up,outer,187,4.3736937017553816e-14,4.3740868985659076e-14,-5.4387434360295833e-15,-4.3397462247400070e-14
up,outer,188,4.0837685548570194e-14,4.0841356872810512e-14,-4.5389587103049603e-15,-4.0584657381700853e-14
up,outer,189,4.3121867723426485e-14,4.3125744396556563e-14,2.7301272081103468e-16,-4.3121003467115257e-14
up,outer,190,5.0908211869466297e-14,5.0912788538044768e-14,1.0354717598002513e-15,-5.0897680045176181e-14
up,outer,191,5.5063555653001953e-14,5.5068505888646095e-14,-4.8682066168097117e-15,-5.4847932736679272e-14
up,outer,192,5.0568767872376587e-14,5.0573314024804156e-14,-1.0918790979817551e-14,-4.9375907968050179e-14
up,outer,193,4.2276469599013377e-14,4.2280270270514439e-14,-9.4186690674471868e-15,-4.1213936414206009e-14
up,outer,194,4.1203734499656129e-14,4.1207438731843341e-14,-2.4524275061988441e-15,-4.1130686063388148e-14
up,outer,195,5.0877073180000745e-14,5.0881647049198598e-14,3.3350534425964928e-16,-5.0875980084402322e-14
up,outer,196,5.9308410622587187e-14,5.9313742472388385e-14,-6.1661096955656862e-15,-5.8987004177188578e-14
up,outer,197,5.8400351386608262e-14,5.8405601601521489e-14,-1.5218756290837125e-14,-5.6382537181643604e-14
up,outer,198,4.9960812361872694e-14,4.9965303858857064e-14,-1.6812389990365707e-14,-4.7047064889003462e-14
up,outer,199,4.3609708333482124e-14,4.3613628863677881e-14,-1.0270411011296031e-14,-4.2383078210418239e-14
up,outer,200,4.8546525959560383e-14,4.8550890311632359e-14,-4.7465032003917281e-15,-4.8313930600924422e-14
up,outer,201,5.6608308272699256e-14,5.6613397382220847e-14,-6.9240734854836513e-15,-5.6183251702483124e-14
up,outer,202,5.5106488897668180e-14,5.5111442993028164e-14,-1.1740358631474297e-14,-5.3841332615688418e-14
up,outer,203,4.3336011285223976e-14,4.3339907209945781e-14,-8.7989092952036754e-15,-4.2433348551909473e-14
up,outer,204,3.6712909786355914e-14,3.6716210291607881e-14,2.3408303129644270e-15,-3.6638207631201269e-14
up,outer,205,4.6036104374032036e-14,4.6040243038200872e-14,9.2519128630915723e-15,-4.5096840402743651e-14
up,outer,206,5.6776743489060545e-14,5.6781847740975351e-14,1.6000367622364519e-15,-5.6754193533007503e-14
up,outer,207,5.7188449199667525e-14,5.7193590464090144e-14,-1.3660551029019308e-14,-5.5532945783980460e-14
up,outer,208,4.5155515575057733e-14,4.5159575073941858e-14,-1.9375453472140882e-14,-4.0787404791162987e-14
up,outer,209,2.9544747498468001e-14,2.9547403583067509e-14,-8.4311564929164978e-15,-2.8316209226169082e-14
up,outer,210,3.2623783064418556e-14,3.2626715955545132e-14,6.8344180455543624e-15,-3.1899873846346852e-14
up,outer,211,4.7393431927839392e-14,4.7397692616297397e-14,8.2846860410560458e-15,-4.6663705029711015e-14
up,outer,212,5.5145709642212868e-14,5.5150667263533453e-14,-6.6232265936974289e-15,-5.4746526478232283e-14
up,outer,213,5.1562017440699360e-14,5.1566652886659795e-14,-2.2101787307911062e-14,-4.6584897127189695e-14
up,outer,214,3.9550583882123331e-14,3.9554139495409797e-14,-2.2910947307729319e-14,-3.2238752750057261e-14
up,outer,215,2.9918578918039855e-14,2.9921268610233279e-14,-1.1785139293702729e-14,-2.7499670112621401e-14
up,outer,216,3.5046728327528783e-14,3.5049879042402172e-14,-4.2943412617839246e-15,-3.4782636466934882e-14
up,outer,217,4.3845660240252962e-14,4.3849601982619368e-14,-8.7757866302638262e-15,-4.2958439111818090e-14
up,outer,218,4.4769575466914440e-14,4.4773600269628710e-14,-1.7626212336856418e-14,-4.1153754702867613e-14
up,outer,219,3.6338461096929087e-14,3.6341727939094332e-14,-1.8939054615660595e-14,-3.1012835490455461e-14
up,outer,220,2.6398023023982538e-14,2.6400396216795074e-14,-1.1443396221792906e-14,-2.3788743188444574e-14
up,outer,221,2.6861831029891912e-14,2.6864245919229410e-14,-4.9349928954373070e-15,-2.6404617236393475e-14
up,outer,222,3.3986795810138287e-14,3.3989851236655050e-14,-7.2989505773290723e-15,-3.3193788724846415e-14
up,outer,223,3.4815036059483628e-14,3.4818165945129586e-14,-1.3887531217019946e-14,-3.1925275449390286e-14
up,outer,224,2.5296093137266474e-14,2.5298367266142109e-14,-1.2821121734650218e-14,-2.1806218504695849e-14
up,outer,225,1.3726596933572340e-14,1.3727830960118710e-14,-2.6598037694009918e-16,-1.3724019739706016e-14
up,outer,226,1.9993458676485354e-14,1.9995256096405232e-14,1.4537226924411425e-14,-1.3726158355362766e-14
up,outer,227,2.7991985500639746e-14,2.7994501991315518e-14,2.0665198880005845e-14,-1.8881228972655115e-14
up,outer,228,2.7019355194014657e-14,2.7021784244837420e-14,1.7281838465633751e-14,-2.0769776463603755e-14
up,outer,229,1.9754577145579263e-14,1.9756353089954111e-14,1.2970058203594652e-14,-1.4900366049060997e-14
up,outer,230,1.6078813266494671e-14,1.6080258758228787e-14,1.4087805324360074e-14,-7.7499662710064128e-15
up,outer,231,1.8582091366011253e-14,1.8583761903446258e-14,1.6930303931584971e-14,-7.6589116928548302e-15
up,outer,232,1.9387414556494095e-14,1.9389157492805548e-14,1.4018610554821858e-14,-1.3392176869262004e-14
up,outer,233,1.6555479472099111e-14,1.6556967816315478e-14,4.9210106474537477e-15,-1.5807199459700060e-14
up,outer,234,1.0424677893346643e-14,1.0425615076052598e-14,-2.2030834992427961e-15,-1.0189226284433686e-14
up,outer,235,2.0302100377365418e-15,2.0303925544297468e-15,-5.9920138664718190e-16,-1.9397707327326870e-15
up,outer,236,6.4795081014700232e-15,6.4800906118360910e-15,6.4336483946930734e-15,7.6954114281102761e-16
up,outer,237,9.6856272766123213e-15,9.6864980183726749e-15,9.1684788739697844e-15,-3.1225583868082241e-15
up,outer,238,7.7089946903273984e-15,7.7096877320288292e-15,2.2560657046237035e-15,-7.3714833427144615e-15
up,outer,239,1.1333816279747487e-14,1.1334835194357465e-14,-9.2597226183007329e-15,-6.5355128716267549e-15
up,outer,240,7.6664113257418073e-15,7.6671005391817558e-15,-7.3422749361877027e-15,-2.2056430755886444e-15
in,inner,0,3.6074686253102944e-01,4.8922677089775490e-01,2.1605661928046901e-01,2.8889069921178823e-01
in,inner,1,7.3738168880055632e-01,9.9999999999999989e-01,-7.0077811026259085e-01,-2.2943799849883770e-01
in,inner,2,5.7943052250642901e-01,7.8579456380174728e-01,3.9568144400173272e-01,-4.2329177323068412e-01
in,inner,3,3.8493927722823545e-01,5.2203530827350397e-01,2.5609706414675143e-01,2.8738918018674781e-01
in,inner,4,2.4542181482397091e-01,3.3282873517401851e-01,-1.8204351028935503e-01,1.6459655996715411e-01
in,inner,5,1.6567610489559981e-01,2.2468160982556093e-01,-1.1796313458726007e-01,-1.1633258619890539e-01
in,inner,6,1.2036146364535524e-01,1.6322816998770098e-01,7.2147452242662141e-02,-9.6341201288674821e-02
in,inner,7,9.1159444041344781e-02,1.2362585812190023e-01,8.2949702698707287e-02,3.7807288452402187e-02
in,inner,8,7.1261545271255167e-02,9.6641327488306616e-02,-1.1367208578496039e-02,7.0349089571792714e-02
in,inner,9,5.8464928483035528e-02,7.9287198707274714e-02,-5.7784515430662119e-02,8.8936853424230137e-03
in,inner,10,5.0344068570931461e-02,6.8274096489732997e-02,-2.5596511708616810e-02,-4.3351399384855979e-02
in,inner,11,4.4103446614645464e-02,5.9810878523963940e-02,2.4123390060625676e-02,-3.6921214163049797e-02
in,inner,12,3.8194914938235590e-02,5.1798024711414245e-02,3.8117414950271065e-02,2.4319137829915379e-03
in,inner,13,3.2653872245947041e-02,4.4283540996336170e-02,1.4885429626612186e-02,2.9063712038998161e-02
in,inner,14,2.8276181734179735e-02,3.8346737061201619e-02,-1.4985711805183655e-02,2.3978550730941579e-02
in,inner,15,2.5554638646904302e-02,3.4655917057653168e-02,-2.5554441342111437e-02,-1.0041945250198391e-04
in,inner,16,2.4077648807444809e-02,3.2652897641939169e-02,-1.3623567635631547e-02,-1.9852747340658450e-02
in,inner,17,2.2914670180240997e-02,3.1075724456237280e-02,6.7131010065943075e-03,-2.1909276216810276e-02
in,inner,18,2.1376501693237779e-02,2.8989737632364228e-02,1.9451518185656335e-02,-8.8652842545560006e-03
in,inner,19,1.9315655149008234e-02,2.6194921086835726e-02,1.7843425746791146e-02,7.3963971941857663e-03
in,inner,20,1.7027554121381225e-02,2.3091913428279827e-02,5.9011210604696515e-03,1.5972300071882203e-02
in,inner,21,1.5028059817055898e-02,2.0380299708148322e-02,-7.1018919655890817e-03,1.3244082164276671e-02
in,inner,22,1.3766077006983020e-02,1.8668862023649199e-02,-1.3442433769293478e-02,2.9674653359971909e-03
in,inner,23,1.3317815824031732e-02,1.8060952728151992e-02,-1.0818699663943495e-02,-7.7665922967681839e-03
in,inner,24,1.3339196809793501e-02,1.8089948546852815e-02,-2.1847967767718171e-03,-1.3159059030744279e-02
in,inner,25,1.3362934759754226e-02,1.8122140761985438e-02,7.0627576317333273e-03,-1.1343962272012386e-02
in,inner,26,1.3069144729476935e-02,1.7723717483052140e-02,1.2321471436839473e-02,-4.3570501019799777e-03
in,inner,27,1.2348125904822297e-02,1.6745907977329989e-02,1.1768844533506484e-02,3.7377147707520412e-03
in,inner,28,1.1260875506671469e-02,1.5271433611253205e-02,6.5567979273115900e-03,9.1550924690663726e-03
in,inner,29,9.9875126775204447e-03,1.3544562916617015e-02,-3.5188540653065714e-04,9.9813118448579870e-03
in,inner,30,8.7827561868256895e-03,1.1910732691385300e-02,-5.8232076931254333e-03,6.5747287700672263e-03
in,inner,31,7.9160037586787288e-03,1.0735286594321455e-02,-7.8600097758974186e-03,9.3987330540493033e-04
in,inner,32,7.5589170415833028e-03,1.0251023528776293e-02,-6.1482703514314195e-03,-4.3972717140572338e-03
in,inner,33,7.6706238363310744e-03,1.0402514671619123e-02,-1.8348230495668866e-03,-7.4479456506655927e-03
in,inner,34,8.0339483694902170e-03,1.0895237149919520e-02,3.1799678600449559e-03,-7.3778134167729959e-03
in,inner,35,8.4096471176908910e-03,1.1404740916973724e-02,7.0562971870152015e-03,-4.5750229127959627e-03
in,inner,36,8.6314057050793126e-03,1.1705478771949673e-02,8.6267144566222146e-03,-2.8453845009240430e-04
in,inner,37,8.6154784050920755e-03,1.1683878967900910e-02,7.6511460151226654e-03,3.9606101555038787e-03
in,inner,38,8.3410917456061308e-03,1.1311769565601718e-02,4.7202720638387010e-03,6.8769792170663606e-03
in,inner,39,7.8309119725886115e-03,1.0619889389071446e-02,9.2290591808018763e-04,7.7763376334110028e-03
in,inner,40,7.1374331979660970e-03,9.6794283155797172e-03,-2.5651653868199657e-03,6.6605464635936086e-03
in,inner,41,6.3350435797168139e-03,8.5912678276857599e-03,-4.8316134034750435e-03,4.0973514709225917e-03
in,inner,42,5.5168757047706742e-03,7.4817096607654619e-03,-5.4320309503809710e-03,9.6382430763709468e-04
in,inner,43,4.7938912576345836e-03,6.5012344765876234e-03,-4.4262064278524881e-03,-1.8412197174869180e-03
in,inner,44,4.2860105944950069e-03,5.8124722373656167e-03,-2.2753938246584588e-03,-3.6321439617434761e-03
in,inner,45,4.0845774963558156e-03,5.5392987897487558e-03,3.4108972987424290e-04,-4.0703109365146364e-03
in,inner,46,4.1932842469555899e-03,5.6867214234414898e-03,2.7258164402154004e-03,-3.1864647354109144e-03
in,inner,47,4.5220855455622867e-03,6.1326252255029879e-03,4.3277166096822809e-03,-1.3115359803160074e-03
in,inner,48,4.9526180848653316e-03,6.7164918251786049e-03,4.8406244965933619e-03,1.0472728285959710e-03
in,inner,49,5.3913832523690896e-03,7.3115231016094920e-03,4.2284370110918868e-03,3.3447471977945081e-03
in,inner,50,5.7797554039083505e-03,7.8382139015546280e-03,2.6878682702940302e-03,5.1167310551322081e-03
in,inner,51,6.0858601842794955e-03,8.2533378258672369e-03,5.7073024638127007e-04,6.0590396242691819e-03
in,inner,52,6.2954715688004195e-03,8.5376022545946197e-03,-1.7091762662718992e-03,6.0590163198647410e-03
in,inner,53,6.4056047865388831e-03,8.6869593913545644e-03,-3.7625422051145744e-03,5.1841150484978060e-03
in,inner,54,6.4203633620942956e-03,8.7069742300460700e-03,-5.2892024798436542e-03,3.6394234197931010e-03
in,inner,55,6.3482123481146714e-03,8.6091266497827380e-03,-6.1138116581610485e-03,1.7091246371431315e-03
in,inner,56,6.2001240949047590e-03,8.4082968007925946e-03,-6.1926760177830036e-03,-3.0381331602449824e-04
in,inner,57,5.9882804541323094e-03,8.1210050982863397e-03,-5.5971571523938208e-03,-2.1286931692354712e-03
in,inner,58,5.7251532694660434e-03,7.7641652300570706e-03,-4.4818975338521156e-03,-3.5622990406376691e-03
in,inner,59,5.4228578110192324e-03,7.3542073167563856e-03,-3.0466778392233707e-03,-4.4861053245011436e-03
in,inner,60,5.0927116737350250e-03,6.9064797120456812e-03,-1.4995561684337647e-03,-4.8669336845193660e-03
in,inner,61,4.7449518860734853e-03,6.4348653596100862e-03,-2.6769876317113103e-05,-4.7448763708735648e-03
in,inner,62,4.3885744920450385e-03,5.9515642423716864e-03,1.2276208404459247e-03,-4.2133755047860629e-03
in,inner,63,4.0312681141003188e-03,5.4670032838185613e-03,2.1716729080697838e-03,-3.3963155607389705e-03
in,inner,64,3.6794181174234089e-03,4.9898419954100609e-03,2.7661845604151063e-03,-2.4261782004924340e-03
in,inner,65,3.3381620234962349e-03,4.5270476256688355e-03,3.0182121520628078e-03,-1.4260859371906275e-03
in,inner,66,3.0114802090493759e-03,4.0840181615411754e-03,2.9701450797820560e-03,-4.9724365711642569e-04
in,inner,67,2.7023089024294333e-03,3.6647355683934557e-03,2.6869301627696729e-03,2.8788835431101941e-04
in,inner,68,2.4126651115594332e-03,3.2719352110355967e-03,2.2436002423963874e-03,8.8724905908936567e-04
in,inner,69,2.1437754294583297e-03,2.9072805332953800e-03,1.7146368524099914e-03,1.2867764204813525e-03
in,inner,70,1.8962026662294323e-03,2.5715347899591093e-03,1.1660330309790324e-03,1.4953098414982292e-03
in,inner,71,1.6699659601202962e-03,2.2647239353566057e-03,6.5032854756758246e-04,1.5381349382219823e-03
in,inner,72,1.4646514450885938e-03,1.9862867051540600e-03,2.0443032659569165e-04,1.4503144821617431e-03
in,inner,73,1.2795117029419764e-03,1.7352094883495985e-03,-1.5027002500989821e-04,1.2706569629719112e-03
in,inner,74,1.1135531489189462e-03,1.5101448352077738e-03,-4.0611830053866385e-04,1.0368551207545287e-03
in,inner,75,9.6561119409000265e-04,1.3095133887318115e-03,-5.6641858791062541e-04,7.8203258335011452e-04
in,inner,76,8.3441355060272151e-04,1.1315897360565049e-03,-6.4224409396939491e-04,5.3269925585725333e-04
in,inner,77,7.1863240139922373e-04,9.7457315839801937e-04,-6.4930718201103581e-04,3.0794920316458473e-04
in,inner,78,6.1692639328558222e-04,8.3664457994487250e-04,-6.0521471023115522e-04,1.1963832685295989e-04
in,inner,79,5.2797354119419812e-04,7.1601119096544573e-04,-5.2729513155352621e-04,-2.6756390658890883e-05
in,inner,80,4.5049618391373401e-04,6.1094029151513433e-04,-4.3106420018299355e-04,-1.3088341010774782e-04
in,inner,81,3.8327912595469745e-04,5.1978389452299648e-04,-3.2930510650598205e-04,-1.9611485211905975e-04
in,inner,82,3.2518204743861177e-04,4.4099555545996954e-04,-2.3167854760925796e-04,-2.2818504454506289e-04
in,inner,83,2.7514719050743004e-04,3.7314079626114848e-04,-1.4474621647202161e-04,-2.3399681463893193e-04
in,inner,84,2.3220322978046058e-04,3.1490235424501547e-04,-7.2282269617276120e-05,-2.2066629425322932e-04
in,inner,85,1.9546613657598163e-04,2.6508135412737431e-04,-1.5755205343523365e-05,-1.9483014154007001e-04
in,inner,86,1.6413773441847419e-04,2.2259534907283194e-04,2.5119058622407768e-05,-1.6220428093596546e-04
in,inner,87,1.3750254592966927e-04,1.8647404460684990e-04,5.1828737765421569e-05,-1.2736063787051308e-04
in,inner,88,1.1492342910431639e-04,1.5585338075217698e-04,6.6574074042058309e-05,-9.3676503043919050e-05
in,inner,89,9.5836415691205777e-05,1.2996853210051323e-04,7.1861340995723474e-05,-6.3407935172452549e-05
in,inner,90,7.9745082460529171e-05,1.0814627440809457e-04,7.0194704247056219e-05,-3.7841533693878024e-05
in,inner,91,6.6214716899690003e-05,8.9797072405468226e-05,6.3864234577805623e-05,-1.7485659149631977e-05
in,inner,92,5.4866479560509141e-05,7.4407163066059226e-05,5.4819469846961798e-05,-2.2707498897530683e-06
in,inner,93,4.5371711889561443e-05,6.1530836171649732e-05,4.4612996847791269e-05,8.2627327227943937e-06
in,inner,94,3.7446499614744772e-05,5.0783061450381538e-05,3.4396794484704751e-05,1.4802056025230584e-05
in,inner,95,3.0846562381377316e-05,4.1832558157978003e-05,2.4954641773832298e-05,1.8132188634798234e-05
in,inner,96,2.5362517787260864e-05,3.4395372400033654e-05,1.6755940162281700e-05,1.9039321883595507e-05
in,inner,97,2.0815540425348027e-05,2.8228990143770869e-05,1.0019100555359705e-05,1.8245666533752303e-05
in,inner,98,1.7053425186522473e-05,2.3126998467051713e-05,4.7756785633763013e-06,1.6371078304486457e-05
in,inner,99,1.3947046413515813e-05,1.8914283640813523e-05,9.2930230059730807e-07,1.3916051914780602e-05
in,inner,100,1.1387199702123444e-05,1.5442748138547009e-05,-1.6940845968911969e-06,1.1260479316379753e-05
in,inner,101,9.2818036052592303e-06,1.2587515727922732e-05,-3.3061805518574087e-06,8.6730068791119429e-06
in,inner,102,7.5534366655304348e-06,1.0243591318109681e-05,-4.1265535385967714e-06,6.3266074126085931e-06
in,inner,103,6.1371821800365431e-06,8.3229381380753271e-06,-4.3622585020551827e-06,4.3169092962680334e-06
in,inner,104,4.9787518645254818e-06,6.7519331441821464e-06,-4.1954152342214691e-06,2.6807575684829050e-06
in,inner,105,4.0328614235637245e-06,5.4691640500643270e-06,-3.7770990441734805e-06,1.4133273053939814e-06
in,inner,106,3.2618293022471770e-06,4.4235290240973439e-06,-3.2258979566935295e-06,4.8281753282044048e-07
in,inner,107,2.6343748879946867e-06,3.5726068710491401e-06,-2.6296508026460693e-06,-1.5769497975491093e-07
in,inner,108,2.1245900289179243e-06,2.8812622569646877e-06,-2.0491127569164457e-06,-5.6126615827052134e-07
in,inner,109,1.7110642316748900e-06,2.3204593464453261e-06,-1.5225676205385860e-06,-7.8072315567341187e-07
in,inner,110,1.3761412847647959e-06,1.8662536725088221e-06,-1.0706636559522890e-06,-8.6454853620660407e-07
in,inner,111,1.1052915507196363e-06,1.4989408707958713e-06,-7.0098903530248952e-07,-8.5456643069916093e-07
in,inner,112,8.8658205146140343e-07,1.2023380359546764e-06,-4.1209304659185799e-07,-7.8498856993216880e-07
in,inner,113,7.1023177377897041e-07,9.6318064927032733e-07,-1.9681513099681760e-07,-6.8241701084888572e-07
in,inner,114,5.6823867802893595e-07,7.7061674660411931e-07,-4.4888988621535917e-08,-5.6646286189706057e-07
in,inner,115,4.5406823481915618e-07,6.1578452749180002e-07,5.5133688896407599e-08,-4.5070859568068868e-07
in,inner,116,3.6239395180897861e-07,4.9146047062608477e-07,1.1455660814500912e-07,-3.4381122703896559e-07
in,inner,117,2.8888145963897977e-07,3.9176652204217547e-07,1.4370209146240917e-07,-2.5060368439525565e-07
in,inner,118,2.3000996565185992e-07,3.1192795962427532e-07,1.5145733393477084e-07,-1.7310476682212161e-07
in,inner,119,1.8292397948763418e-07,2.4807231080715187e-07,1.4510028125815395e-07,-1.1138712066660593e-07
in,inner,120,1.4531169051285980e-07,1.9706441415602203e-07,1.3031883332459416e-07,-6.4284438868374613e-08
in,inner,121,1.1530403236236641e-07,1.5636953576908431e-07,1.1134958654259514e-07,-2.9938093723795357e-08
in,inner,122,9.1392597341609311e-08,1.2394204891400382e-07,9.1182172093289420e-08,-6.1982530760921120e-09
in,inner,123,7.2361511507205270e-08,9.8133046434757995e-08,7.1786991663147468e-08,9.1003393103002724e-09
in,inner,124,5.7232472867159804e-08,7.7615804320087718e-08,5.4340398043227178e-08,1.7963214940366752e-08
in,inner,125,4.5219181718020960e-08,6.1323982416183420e-08,3.9428727808024358e-08,2.2139327421765282e-08
in,inner,126,3.5690767894625737e-08,4.8402026300220764e-08,2.7223665624536359e-08,2.3080358378315630e-08
in,inner,127,2.8141608905077004e-08,3.8164236151365316e-08,1.7624321302695293e-08,2.1939312896845022e-08
in,inner,128,2.2167091455301231e-08,3.0061895748128461e-08,1.0368070379588099e-08,1.9592933935263414e-08
in,inner,129,1.7443849924693347e-08,2.3656472881863870e-08,5.1119332646370767e-09,1.6678010627563497e-08
in,inner,130,1.3713725580133294e-08,1.8597865648712248e-08,1.4900142199762356e-09,1.3632539268656842e-08
in,inner,131,1.0771000694762568e-08,1.4607090002849065e-08,-8.4949007740172920e-10,1.0737449537714799e-08
in,inner,132,8.4517722418531109e-09,1.1461868893979420e-08,-2.2220557122380209e-09,8.1544418840205828e-09
in,inner,133,6.6258316896896546e-09,8.9856200531198414e-09,-2.8963641589486994e-09,5.9592550070334340e-09
in,inner,134,5.1896106726894480e-09,7.0378892661831610e-09,-3.0911595662287527e-09,4.1685478850799710e-09
in,inner,135,4.0610949644141967e-09,5.5074529597013394e-09,-2.9776179415881531e-09,2.7615726866991343e-09
in,inner,136,3.1751417893147100e-09,4.3059677742736948e-09,-2.6842261940624078e-09,1.6960115333811440e-09
in,inner,137,2.4803308172986057e-09,3.3637000416069109e-09,-2.3034595310982630e-09,9.1984517818692692e-10
in,inner,138,1.9358752400041392e-09,2.6253367413463745e-09,-1.8984232706994110e-09,3.7894858507195290e-10
in,inner,139,1.5096724783791004e-09,2.0473419686279050e-09,-1.5095071179082195e-09,2.2343969202353688e-11
in,inner,140,1.1763057681600441e-09,1.5952467847058319e-09,-1.1599836162076784e-09,-1.9527741891050561e-10
in,inner,141,9.1580556233471597e-10,1.2419694932001746e-09,-8.6100985396923430e-10,-3.1202861947437321e-10
in,inner,142,7.1241401935690114e-10,9.6614010108622542e-10,-6.1540727612581774e-10,-3.5889778414982819e-10
