branch,subdomain,k,abs_coeff,normalized_abs_coeff,real_coeff,imag_coeff
down,outer,68,2.2905335070261731e-13,2.2907394269032338e-13,2.6701447786380901e-14,-2.2749169249492911e-13
down,outer,69,1.8798955417820621e-13,1.8800645451420493e-13,2.7335550101283044e-14,-1.8599150566835295e-13
down,outer,70,1.7767917922093117e-13,1.7769515265010353e-13,-2.8089286665213859e-14,-1.7544481383974626e-13
down,outer,71,2.0789621724107071e-13,2.0791490719402899e-13,-2.8744486048660487e-14,-2.0589946980248596e-13
down,outer,72,2.0064473006409684e-13,2.0066276810546185e-13,2.5580728515431686e-14,-1.9900737180093119e-13
down,outer,73,1.6797343393695049e-13,1.6798853481574561e-13,3.2985343323593040e-14,-1.6470288896797096e-13
down,outer,74,1.8042604047830563e-13,1.8044226085140206e-13,-5.0176363130030380e-15,-1.8035625691533302e-13
down,outer,75,2.1306957824930868e-13,2.1308873328948769e-13,-8.9738411890585431e-15,-2.1288051895289017e-13
down,outer,76,1.8828844562237109e-13,1.8830537282883001e-13,5.6978688082048948e-15,-1.8820221318022028e-13
down,outer,77,1.5030155814747499e-13,1.5031507031757894e-13,-2.1492153560004240e-14,-1.4875700224497671e-13
down,outer,78,1.6935016692776915e-13,1.6936539157540998e-13,-5.4028282750156686e-14,-1.6050054112535696e-13
down,outer,79,1.9309547044773670e-13,1.9311282980764722e-13,-3.5895556985017097e-14,-1.8972972802428234e-13
down,outer,80,1.8680806146914980e-13,1.8682485558848210e-13,5.1902926401587808e-16,-1.8680734042987910e-13
down,outer,81,1.6897289657875122e-13,1.6898808730963699e-13,1.1384065296714265e-15,-1.6896906169114676e-13
down,outer,82,1.6540898050571435e-13,1.6542385083912181e-13,-1.9705061250857315e-14,-1.6423106098737762e-13
down,outer,83,1.7047423070175192e-13,1.7048955640317494e-13,-2.3783706769610092e-14,-1.6880698630581420e-13
down,outer,84,1.7112156654224705e-13,1.7113695043942066e-13,-1.2840454223721026e-14,-1.7063913171134342e-13
down,outer,85,1.6371825123376122e-13,1.6373296956993192e-13,-1.4687616401686630e-14,-1.6305808692450019e-13
down,outer,86,1.5784497790858315e-13,1.5785916823513628e-13,-3.4643475795085204e-14,-1.5399632020212836e-13
down,outer,87,1.6047770909151495e-13,1.6049213610165287e-13,-4.9182564547074316e-14,-1.5275526328030000e-13
down,outer,88,1.5627142378578698e-13,1.5628547264919601e-13,-4.4739683569487568e-14,-1.4973015262845073e-13
down,outer,89,1.4448885843595563e-13,1.4450184804203408e-13,-3.7760483146283245e-14,-1.3946747335735627e-13
down,outer,90,1.4656415784741719e-13,1.4657733402374156e-13,-3.5901947329213391e-14,-1.4209891816440056e-13
down,outer,91,1.6156855494817583e-13,1.6158308002579192e-13,-1.6455883857467788e-14,-1.6072834794929998e-13
down,outer,92,1.6071353054394152e-13,1.6072797875452219e-13,1.8027233252379518e-14,-1.5969927288864756e-13
down,outer,93,1.3791062967797725e-13,1.3792302789866320e-13,2.9813531922984762e-14,-1.3464952689279436e-13
down,outer,94,1.2854013184181077e-13,1.2855168765099892e-13,1.2395978833094065e-14,-1.2794102236061575e-13
down,outer,95,1.4833869530514459e-13,1.4835203101309510e-13,4.9037104501594683e-15,-1.4825762087883888e-13
down,outer,96,1.5221649162086010e-13,1.5223017594424810e-13,1.7443042180306054e-14,-1.5121375797479355e-13
down,outer,97,1.2616705884759120e-13,1.2617840131656940e-13,1.5186457663326267e-14,-1.2524974348034228e-13
down,outer,98,1.1517339387155384e-13,1.1518374800566014e-13,-9.5798605429823535e-15,-1.1477428687588996e-13
down,outer,99,1.3343163046771375e-13,1.3344362602458189e-13,-1.7980500646177403e-14,-1.3221460435891844e-13
down,outer,100,1.3795083341403030e-13,1.3796323524904816e-13,-1.0920675553098329e-15,-1.3794651074992863e-13
down,outer,101,1.2026648224946288e-13,1.2027729425424839e-13,4.5024588883926703e-15,-1.2018217262397407e-13
down,outer,102,1.1305365582473437e-13,1.1306381939354368e-13,-1.5019793989451056e-14,-1.1205148318452526e-13
down,outer,103,1.2721294805680815e-13,1.2722438455164397e-13,-2.7573636632674752e-14,-1.2418868191648298e-13
down,outer,104,1.2836000177515642e-13,1.2837154139057963e-13,-1.6154349251961472e-14,-1.2733941674110106e-13
down,outer,105,1.0998381255342540e-13,1.0999370014209861e-13,-2.9273439557599078e-15,-1.0994484836112918e-13
down,outer,106,9.8634831646519474e-14,9.8643698957276663e-14,-4.7354200181661500e-15,-9.8521093229768769e-14
down,outer,107,1.0912812151478634e-13,1.0913793217649344e-13,-3.9806981946457586e-15,-1.0905549480530139e-13
down,outer,108,1.2100626750932321e-13,1.2101714602109903e-13,1.2791372622509809e-14,-1.2032829078388007e-13
down,outer,109,1.1276526033817627e-13,1.1277539798011616e-13,2.5393768988420894e-14,-1.0986883286764897e-13
down,outer,110,9.0924939084163248e-14,9.0933113272499944e-14,1.5524198093869795e-14,-8.9589864499289693e-14
down,outer,111,8.8786576048185610e-14,8.8794557996831372e-14,2.1146041889878307e-16,-8.8786324233248258e-14
down,outer,112,1.0272991535955903e-13,1.0273915081997749e-13,6.7261491691952128e-15,-1.0250948457160389e-13
down,outer,113,1.0367973007956729e-13,1.0368905092870840e-13,2.5867357515353752e-14,-1.0040102710901320e-13
down,outer,114,8.8686400975047935e-14,8.8694373917914612e-14,2.7104730291636190e-14,-8.4442947092842767e-14
down,outer,115,7.9881159483465039e-14,7.9888340831605046e-14,1.1417005637833778e-14,-7.9061062620536849e-14
down,outer,116,8.7780580915226516e-14,8.7788472424508060e-14,4.9342887361526230e-15,-8.7641789007772469e-14
down,outer,117,9.2819217057095958e-14,9.2827561541778952e-14,1.5666867026251676e-14,-9.1487465440212310e-14
down,outer,118,8.1913835661734934e-14,8.1921199748275158e-14,2.1235216868375045e-14,-7.9113475700229457e-14
down,outer,119,6.4214498703389451e-14,6.4220271612468475e-14,5.8507490689798167e-15,-6.3947404787523914e-14
down,outer,120,6.5362228477199949e-14,6.5368104567644003e-14,-1.2612133559741778e-14,-6.4133883389179872e-14
down,outer,121,7.5962930269403119e-14,7.5969759367171941e-14,-6.9466317128702313e-15,-7.5644636842012439e-14
down,outer,122,7.6189480298323472e-14,7.6196329763030372e-14,1.6078453803422612e-14,-7.4473621044097383e-14
down,outer,123,6.2896855329704725e-14,6.2902509782118226e-14,2.4458277211076076e-14,-5.7946588219082947e-14
down,outer,124,5.5262560503857056e-14,5.5267528630116770e-14,9.3955146870127078e-15,-5.4458010404426179e-14
down,outer,125,6.8025136596167625e-14,6.8031252083115070e-14,-3.5423413683850550e-15,-6.7932842032091455e-14
down,outer,126,6.8977656626510143e-14,6.8983857745388730e-14,-8.9348458304575176e-16,-6.8971869620770745e-14
down,outer,127,4.8481765858971249e-14,4.8486124389084318e-14,-1.8002087544643350e-15,-4.8448331955233092e-14
down,outer,128,3.6601628479492365e-14,3.6604918980510403e-14,-1.9213490154261637e-14,-3.1153186088149595e-14
down,outer,129,5.0901244211082208e-14,5.0905820253265405e-14,-3.3796620617779531e-14,-3.8062121552195560e-14
down,outer,130,5.8411093883005698e-14,5.8416345063673634e-14,-2.0743992056252490e-14,-5.4603504303107139e-14
down,outer,131,5.2553320674440186e-14,5.2558045238957237e-14,8.5241448377830054e-15,-5.1857405148108205e-14
down,outer,132,3.9146575369813373e-14,3.9150094662573234e-14,1.9529859596091607e-14,-3.3926964900229843e-14
down,outer,133,2.9386666694013226e-14,2.9389308567085283e-14,5.2080157046973754e-15,-2.8921492904147456e-14
down,outer,134,4.0677456910013229e-14,4.0681113829634947e-14,-7.3019299225288726e-15,-4.0016713009347239e-14
down,outer,135,4.7028493430210838e-14,4.7032721310552159e-14,2.4368264484386043e-16,-4.7027862093486514e-14
down,outer,136,4.3291488593854251e-14,4.3295380515968322e-14,1.6434215988868952e-14,-4.0050836814016971e-14
down,outer,137,3.1833445479004905e-14,3.1836307318466911e-14,1.9763707572489256e-14,-2.4955242215893408e-14
down,outer,138,1.8563895084036694e-14,1.8565563985618681e-14,5.3782609562819800e-15,-1.7767737891393338e-14
down,outer,139,2.8524436404391416e-14,2.8527000762616080e-14,-8.7495938496759087e-15,-2.7149366100406169e-14
down,outer,140,3.7828307756341986e-14,3.7831708536316916e-14,-8.4461511192373198e-15,-3.6873342660783136e-14
down,outer,141,2.9083639541679812e-14,2.9086254172489850e-14,-2.4515922946024879e-15,-2.8980127401573086e-14
down,outer,142,1.5267460114431911e-14,1.5268832665193623e-14,-4.2442637209648528e-15,-1.4665659337809221e-14
down,outer,143,1.6228916905088980e-14,1.6230375891200152e-14,-8.4616188587976843e-15,-1.3848420494797312e-14
down,outer,144,2.0683084377268932e-14,2.0684943794814729e-14,-2.9705995574413709e-15,-2.0468647186039318e-14
down,outer,145,2.0618507322855215e-14,2.0620360934898029e-14,6.9297735778012442e-15,-1.9419090668284182e-14
down,outer,146,1.7503331150442853e-14,1.7504904706903648e-14,9.3979812820416559e-15,-1.4766331608915527e-14
down,outer,147,1.5741987185967256e-14,1.5743402396902210e-14,6.6008430479215184e-15,-1.4291222187757891e-14
down,outer,148,1.4870658994129018e-14,1.4871995872311542e-14,6.5187355624340665e-15,-1.3365724282160233e-14
down,outer,149,1.1490715032167579e-14,1.1491748052038061e-14,8.1435436419725245e-15,-8.1067397208600963e-15
down,outer,150,6.7600061619204139e-15,6.7606138891741400e-15,6.0194492618093019e-15,-3.0763474923528085e-15
down,outer,151,5.4587812804327854e-15,5.4592720270499904e-15,2.3336008448896748e-15,-4.9348353735797100e-15
down,outer,152,1.1467515632570823e-14,1.1468546566806016e-14,4.2118169080840182e-15,-1.0666044867523942e-14
down,outer,153,1.3492952982550436e-14,1.3494166004412298e-14,1.0624753564030354e-14,-8.3171143970093983e-15
down,outer,154,1.1730461736637535e-14,1.1731516309832497e-14,1.1359046650928060e-14,2.9284452763808534e-15
down,outer,155,1.1411173678757508e-14,1.1412199547828552e-14,8.6689921452588512e-16,1.1378197154146282e-14
down,outer,156,1.5952322963533014e-14,1.5953757083738374e-14,-1.2542336163950758e-14,9.8573024445492045e-15
down,outer,157,1.7359925016087482e-14,1.7361485680279527e-14,-1.7077140513557832e-14,3.1206198814308807e-15
down,outer,158,1.1788263620996926e-14,1.1789323390604376e-14,-1.1429263394996670e-14,2.8870568830400145e-15
down,outer,159,1.4064408471642060e-14,1.4065672867580617e-14,-7.3934616885592975e-15,1.1964293122328743e-14
down,outer,160,2.3969052851563654e-14,2.3971207678987621e-14,-1.3251436984748291e-14,1.9972854388902374e-14
down,outer,161,3.0109489866193913e-14,3.0112196721357825e-14,-2.2372496027248242e-14,2.0150751884562416e-14
down,outer,162,2.8504102900589678e-14,2.8506665430824232e-14,-2.3477477764978335e-14,1.6164526592583925e-14
down,outer,163,2.0706874781612109e-14,2.0708736337924757e-14,-1.4775328131551388e-14,1.4507389214684689e-14
down,outer,164,2.0835594955494469e-14,2.0837468083802159e-14,-4.9378442839358154e-15,2.0242028331593376e-14
down,outer,165,2.9322175218742838e-14,2.9324811294005512e-14,-2.7782246137567568e-15,2.9190262546852380e-14
down,outer,166,3.2072072414357567e-14,3.2074955706476362e-14,-6.5548659583649555e-15,3.1395088170280137e-14
down,outer,167,2.7068747139757192e-14,2.7071180630935604e-14,-6.5906534670052632e-15,2.6254149359557713e-14
down,outer,168,2.1118728513819402e-14,2.1120627095947060e-14,1.0261413691141148e-15,2.1093784106485051e-14
down,outer,169,2.4147997747075241e-14,2.4150168661716780e-14,1.0630280718026430e-14,2.1682318304293623e-14
down,outer,170,3.0936710812470058e-14,3.0939492035127410e-14,1.3004988422125397e-14,2.8070453363541999e-14
down,outer,171,3.5284385134178293e-14,3.5287557214493513e-14,5.8714899174847717e-15,3.4792433666616324e-14
down,outer,172,3.5846784204548501e-14,3.5850006844764756e-14,-3.9951537191510330e-15,3.5623456942972582e-14
down,outer,173,3.2249629337011715e-14,3.2252528591568769e-14,-7.6426081467113005e-15,3.1330961253853490e-14
down,outer,174,2.8518874887794490e-14,2.8521438746036595e-14,-3.1437672152243385e-15,2.8345069281308094e-14
down,outer,175,3.1062957462480699e-14,3.1065750034762306e-14,4.3616150493247739e-15,3.0755221353087169e-14
down,outer,176,3.6515018209220086e-14,3.6518300923940236e-14,1.0261650542952350e-14,3.5043474184989139e-14
down,outer,177,3.8645557021816324e-14,3.8649031272826606e-14,1.5066869735824967e-14,3.5587476925038375e-14
down,outer,178,4.0115975132383774e-14,4.0119581574569444e-14,2.1903236621834216e-14,3.3608625177325742e-14
down,outer,179,4.4192469215120686e-14,4.4196442135752442e-14,3.0010060486452786e-14,3.2440262097104494e-14
down,outer,180,4.8794409247065897e-14,4.8798795883944418e-14,3.5757752354650978e-14,3.3200565060155263e-14
down,outer,181,5.0769348604559255e-14,5.0773912789274751e-14,3.6571199495423702e-14,3.5214686214663105e-14
down,outer,182,4.9650593253431281e-14,4.9655056861593906e-14,3.3861478384893130e-14,3.6312280181876367e-14
down,outer,183,4.7391259815703060e-14,4.7395520308887320e-14,2.9730930870685944e-14,3.6905328293919368e-14
down,outer,184,4.6653258257594295e-14,4.6657452404143739e-14,2.3481747903480005e-14,4.0312951038682375e-14
down,outer,185,4.7372085717620961e-14,4.7376344487046141e-14,1.3389765986305318e-14,4.5440385914620145e-14
down,outer,186,4.6658117403870017e-14,4.6662311987258653e-14,1.6455072004150502e-15,4.6629092053424120e-14
down,outer,187,4.3736937017553816e-14,4.3740868985659076e-14,-5.4387434360295833e-15,4.3397462247400070e-14
down,outer,188,4.0837685548570194e-14,4.0841356872810512e-14,-4.5389587103049603e-15,4.0584657381700853e-14
down,outer,189,4.3121867723426485e-14,4.3125744396556563e-14,2.7301272081103468e-16,4.3121003467115257e-14
down,outer,190,5.0908211869466297e-14,5.0912788538044768e-14,1.0354717598002513e-15,5.0897680045176181e-14
down,outer,191,5.5063555653001953e-14,5.5068505888646095e-14,-4.8682066168097117e-15,5.4847932736679272e-14
down,outer,192,5.0568767872376587e-14,5.0573314024804156e-14,-1.0918790979817551e-14,4.9375907968050179e-14
down,outer,193,4.2276469599013377e-14,4.2280270270514439e-14,-9.4186690674471868e-15,4.1213936414206009e-14
down,outer,194,4.1203734499656129e-14,4.1207438731843341e-14,-2.4524275061988441e-15,4.1130686063388148e-14
down,outer,195,5.0877073180000745e-14,5.0881647049198598e-14,3.3350534425964928e-16,5.0875980084402322e-14
down,outer,196,5.9308410622587187e-14,5.9313742472388385e-14,-6.1661096955656862e-15,5.8987004177188578e-14
down,outer,197,5.8400351386608262e-14,5.8405601601521489e-14,-1.5218756290837125e-14,5.6382537181643604e-14
down,outer,198,4.9960812361872694e-14,4.9965303858857064e-14,-1.6812389990365707e-14,4.7047064889003462e-14
down,outer,199,4.3609708333482124e-14,4.3613628863677881e-14,-1.0270411011296031e-14,4.2383078210418239e-14
down,outer,200,4.8546525959560383e-14,4.8550890311632359e-14,-4.7465032003917281e-15,4.8313930600924422e-14
down,outer,201,5.6608308272699256e-14,5.6613397382220847e-14,-6.9240734854836513e-15,5.6183251702483124e-14
down,outer,202,5.5106488897668180e-14,5.5111442993028164e-14,-1.1740358631474297e-14,5.3841332615688418e-14
down,outer,203,4.3336011285223976e-14,4.3339907209945781e-14,-8.7989092952036754e-15,4.2433348551909473e-14
down,outer,204,3.6712909786355914e-14,3.6716210291607881e-14,2.3408303129644270e-15,3.6638207631201269e-14
down,outer,205,4.6036104374032036e-14,4.6040243038200872e-14,9.2519128630915723e-15,4.5096840402743651e-14
