branch,subdomain,node_index,z,abs_residual,relative_residual,term_scale,radial_abs_residual,radial_relative_residual,radial_term_scale,real_residual,imag_residual
down,outer,23,1.0491740788315599e-03,1.2152512245005067e-08,1.0071066600302912e-09,1.2066757898949405e+01,1.2178203686544644e-08,7.1031522399077489e-15,1.7144787659376995e+06,2.3121256020885994e-09,1.1930533477810812e-08
down,outer,24,1.1416222992869153e-03,6.9923153708532690e-09,5.7945944388065236e-10,1.2066962484942144e+01,6.9921952672302723e-09,4.8277777897613760e-15,1.4483258285124754e+06,1.5127454844332533e-11,6.9922990071635827e-09
down,outer,25,1.2378715817210411e-03,1.1625643893480746e-08,9.6341048092727355e-10,1.2067176062161140e+01,1.1628587992688989e-08,9.4379929742214965e-15,1.2321039043418218e+06,2.7158453264064519e-10,1.1622471242367372e-08
down,outer,26,1.3379054343148884e-03,5.5531724440221218e-09,4.6017974562503195e-10,1.2067398656322023e+01,5.5521749426970244e-09,5.2628950605433403e-15,1.0549659225247442e+06,-1.0512684056607213e-09,-5.4527570028661820e-09
down,outer,27,1.4417067167827903e-03,2.9298563643577620e-09,2.4278638715286418e-10,1.2067630309573547e+01,2.9005701433737474e-09,3.1919334799009320e-15,9.0871885696808831e+05,1.6253407508770579e-09,2.4376886099963802e-09
down,outer,28,1.5492576433093666e-03,1.0612392796729174e-08,8.7939229355049562e-10,1.2067871045221752e+01,1.0614245616099480e-08,1.3485143704271910e-14,7.8710660033508064e+05,4.2802472677294645e-10,1.0603757621963084e-08
down,outer,29,1.6605397855970288e-03,1.0762754525798827e-08,8.9183350145817941e-10,1.2068120908444616e+01,1.0761252614750982e-08,1.5702896096173622e-14,6.8530368849432899e+05,1.4117116364786853e-09,1.0669768284177206e-08
down,outer,30,1.7755340760235801e-03,6.1702915386604551e-09,5.1127753488036600e-10,1.2068379926186751e+01,6.1716485724733849e-09,1.0293746693625042e-14,5.9955318079621205e+05,-2.6260860153115573e-10,-6.1647006735499055e-09
down,outer,31,1.8942208109093458e-03,7.3716307548290651e-09,6.1080832478353797e-10,1.2068648143329529e+01,7.3743685764759102e-09,1.3995645668578556e-14,5.2690449237594020e+05,6.7001515446918347e-10,7.3411184214888792e-09
down,outer,32,2.0165796538933072e-03,1.6684477523212965e-08,1.3824327110906091e-09,1.2068925589912062e+01,1.6678237117198875e-08,3.5865522994280923e-14,4.6502143910903984e+05,-1.7444818922740524e-09,-1.6593027847566777e-08
down,outer,33,2.1425896394176220e-03,6.2349203228545358e-09,5.1659712030552717e-10,1.2069212308359486e+01,6.2448163527321296e-09,1.5155842193299197e-14,4.1204020687765739e+05,-9.2737906243200996e-10,-6.1655656274917092e-09
down,outer,34,2.2722291763199701e-03,4.9696306317873024e-09,4.1175087604789031e-10,1.2069508338360620e+01,4.9568032806513417e-09,1.3526059260087510e-14,3.6646322371792363e+05,9.9623864713294097e-10,4.8687510897926778e-09
down,outer,35,2.4054760515330922e-03,4.3541612222047385e-09,3.6074800542009544e-10,1.2069813711469489e+01,4.3532783388137657e-09,1.3309557187305566e-14,3.2707912649158982e+05,-5.8985971662650627e-10,-4.3140219591064621e-09
down,outer,36,2.5423074338908782e-03,7.5838893732205221e-09,6.2831886106627081e-10,1.2070128470042260e+01,7.5857263683041592e-09,2.5898523762280473e-14,2.9290188266839669e+05,-2.9988100891387148e-10,-7.5779581290569276e-09
down,outer,37,2.6826998780403693e-03,3.8317059599001525e-10,3.1744509253719471e-11,1.2070452654583708e+01,3.8231414662267876e-10,1.4529803208677331e-15,2.6312410507690650e+05,-9.0214058445781120e-11,-3.7239915318121319e-10
down,outer,38,2.8266293284590024e-03,3.8486117062175979e-09,3.1883686861673142e-10,1.2070786301831205e+01,3.8492198575482853e-09,1.6235886687321271e-14,2.3708097572238976e+05,4.1750158885633937e-10,-3.8258991738593373e-09
down,outer,39,2.9740711235763983e-03,6.9601826303172624e-09,5.7659746405620495e-10,1.2071129451999820e+01,6.9579115951447006e-09,3.2479886345821682e-14,2.1422216571394465e+05,8.4728224436503297e-10,6.9084191423041119e-09
down,outer,40,3.1249999999999989e-03,6.0528637132414602e-09,5.0141843737044928e-10,1.2071482143704237e+01,6.0524340671858249e-09,3.1183674544122578e-14,1.9408982923491206e+05,-5.8574034511593709e-10,-6.0244557745225968e-09
down,outer,41,3.2793900968438121e-03,5.7121052150876525e-09,4.7317584778131252e-10,1.2071844414441909e+01,5.7120803159850189e-09,3.2399545961472134e-14,1.7630124578836781e+05,-9.9888097793154884e-11,-5.7112317722318728e-09
down,outer,42,3.4372149601595431e-03,8.3603270036827072e-10,6.9252627603032662e-11,1.2072216308679955e+01,8.3478789586143385e-10,5.2000352798380272e-15,1.6053504465597321e+05,7.3995920502056833e-11,8.3275163154095111e-10
down,outer,43,3.5984475474693514e-03,7.6785920748557454e-09,6.3603477606543820e-10,1.2072597857551321e+01,7.6825922997954109e-09,5.2433670289578512e-14,1.4652020843412844e+05,-1.7439951705000567e-09,-7.4779179654038685e-09
down,outer,44,3.7630602323994282e-03,7.2357274988722578e-10,5.9933189985207723e-11,1.2072989107801751e+01,7.2768998216628315e-10,5.4294182899596183e-15,1.3402724625434881e+05,7.2347816626461281e-10,-1.1699030633138818e-11
down,outer,45,3.9310248094136377e-03,2.1339655415997911e-09,1.7674949000993430e-10,1.2073390092836197e+01,2.1318795919511151e-09,1.7351953488815323e-14,1.2286107113676143e+05,1.0588268040123694e-09,1.8527532841261518e-09
down,outer,46,4.1023124986463919e-03,2.1112718051238351e-09,1.7486389178357006e-10,1.2073800849274058e+01,2.1114420961660246e-09,1.8709298785161738e-14,1.1285522351273795e+05,-1.4864554032101296e-11,-2.1112194770189774e-09
down,outer,47,4.2768939508339354e-03,6.3108954727462277e-09,5.2267514863734164e-10,1.2074221414963510e+01,6.3127840897385654e-09,6.0777476233901204e-14,1.0386716397113811e+05,-1.0667378091966384e-09,-6.2200861822292453e-09
down,outer,48,4.4547392523431803e-03,4.6685348908996336e-09,3.8663929668953339e-10,1.2074651828907111e+01,4.6702833900535510e-09,4.8763369224544970e-14,9.5774419699095990e+04,-1.1639507135896565e-09,-4.5211101251663166e-09
down,outer,49,4.6358179302972650e-03,5.0431189367626933e-10,4.1764641496104368e-11,1.2075092126034640e+01,5.0575420510922915e-10,5.7165831441904533e-15,8.8471415940693172e+04,-2.0807622291840744e-10,-4.5938521042732106e-10
down,outer,50,4.8200989577969174e-03,4.7215741565621859e-09,3.9100307234368642e-10,1.2075542343595668e+01,4.7218684336297138e-09,5.7677409978687691e-14,8.1866859752795513e+04,1.0527170246632522e-09,4.6027219535726971e-09
down,outer,51,5.0075507592367563e-03,1.0448431116696211e-09,8.6522266857190782e-11,1.2076002509205932e+01,1.0483705387341679e-09,1.3815878133222264e-14,7.5881571089803576e+04,-3.2326852306141518e-10,-9.9357666538679723e-10
down,outer,52,5.1981412157156119e-03,2.2996165110803503e-09,1.9042120785492131e-10,1.2076472662815949e+01,2.2978957467047771e-09,3.2618937028963103e-14,7.0446677789175737e+04,9.3556451474796631e-10,2.1007034861630913e-09
down,outer,53,5.3918376705399240e-03,2.3658868151867256e-09,1.9590097334297930e-10,1.2076952833943203e+01,2.3663900388413982e-09,3.6126929606926922e-14,6.5502107834474540e+04,4.6351544824574376e-10,-2.3200374676957125e-09
down,outer,54,5.5886069348193125e-03,1.9803628835225598e-09,1.6397203240060224e-10,1.2077443052509764e+01,1.9796802735594873e-09,3.2456262162583077e-14,6.0995325451916782e+04,2.0975754466689978e-10,-1.9692229236145664e-09
down,outer,55,5.7884152931533157e-03,3.7184573301665444e-09,3.0787173130709483e-10,1.2077943351211648e+01,3.7185348656087785e-09,6.5374777538782893e-14,5.6880267981069570e+04,-4.4885783978543259e-10,-3.6912669310051882e-09
down,outer,56,5.9912285094083483e-03,1.9533796560275096e-09,1.6172431464258203e-10,1.2078453758450397e+01,1.9505214013503534e-09,3.6721607896965136e-14,5.3116448681201524e+04,1.1109975162071350e-09,1.6066663000025017e-09
down,outer,57,6.1970118325838913e-03,8.3988120900648299e-10,6.9532494062296351e-11,1.2078974303064795e+01,8.3681468911897327e-10,1.6848098717963401e-14,4.9668197173296685e+04,8.3980378207115791e-10,1.1404072131071530e-11
down,outer,58,6.4057300027668927e-03,7.0806452816800313e-10,5.8617015182053511e-11,1.2079505003263762e+01,7.0249429970677900e-10,1.5106100154634203e-14,4.6504014438913277e+04,-7.0770056481705979e-10,2.2699925272817723e-11
down,outer,59,6.6173472571733763e-03,2.2876003980035491e-09,1.8937017438881345e-10,1.2080045896280716e+01,2.2876090465851418e-09,5.2472883159858606e-14,4.3596023485424696e+04,-3.1708502490346291e-10,-2.2655181897146548e-09
down,outer,60,6.8318273362762043e-03,2.5392303872613729e-09,2.1019080338735062e-10,1.2080596992542755e+01,2.5387457655059345e-09,6.2042443227996581e-14,4.0919500158567716e+04,7.1059513828686249e-10,-2.4377747043224929e-09
down,outer,61,7.0491334900179784e-03,2.5910274493120851e-09,2.1446846235052455e-10,1.2081158324702038e+01,2.5906774690650217e-09,6.7373497224270861e-14,3.8452471309916611e+04,1.3722356584366935e-09,2.1978154018942320e-09
down,outer,62,7.2692284841079421e-03,1.4230777944216045e-09,1.1778758554964609e-10,1.2081729902017507e+01,1.4222275562143776e-09,3.9314803595129432e-14,3.6175369737585876e+04,7.2554939833935350e-10,-1.2242256652861272e-09
down,outer,63,7.4920746064019127e-03,2.2810534190265784e-09,1.8879279617216223e-10,1.2082311747459160e+01,2.2814147990328139e-09,6.6961122413544299e-14,3.4070737120310718e+04,-1.9380497207066583e-10,-2.2728053883369626e-09
down,outer,64,7.7176336733640492e-03,3.2691961665404221e-09,2.7056378169661586e-10,1.2082903875900818e+01,3.2670728677595769e-09,1.0170520061553359e-13,3.2122967635743415e+04,1.7973293964246295e-09,-2.7307966998790789e-09
down,outer,65,7.9458670366094088e-03,2.5429537193178897e-09,2.1044832982031798e-10,1.2083506300520790e+01,2.5425960811263898e-09,8.3864003408430677e-14,3.0318086160799565e+04,5.7074966974823838e-10,2.4780755503162055e-09
down,outer,66,8.1767355895261511e-03,1.4508600099849496e-09,1.2006336629219547e-10,1.2084119034727255e+01,1.4512865773442756e-09,5.0667123180674915e-14,2.8643555943942258e+04,-1.6412116110586794e-10,-1.4415474369755543e-09
down,outer,67,8.4101997739762426e-03,2.4640588722159982e-09,2.0389834184728294e-10,1.2084742082216366e+01,2.4625776877922295e-09,9.0909906789459599e-14,2.7088111458472522e+04,-7.9747408676666964e-10,-2.3314418728936914e-09
down,outer,68,8.6462195870735600e-03,5.5789453454655206e-10,4.6162780496614690e-11,1.2085375459293763e+01,5.5629278296004124e-10,2.1694921719382604e-14,2.5641612823292191e+04,5.5094684370260438e-10,-8.7771789836210701e-11
down,outer,69,8.8847545880381615e-03,2.5717707455738024e-10,2.1278890185235232e-11,1.2086019163528910e+01,2.5579397641615774e-10,1.0528702695050345e-14,2.4294918740217559e+04,-1.1602097060858796e-10,-2.2951945899407633e-10
