branch,subdomain,node_index,z,abs_residual,relative_residual,term_scale,radial_abs_residual,radial_relative_residual,radial_term_scale,real_residual,imag_residual
down,outer,111,2.0583720427917562e-02,7.3469950182441488e-10,6.0608762967917478e-11,1.2122001272544027e+01,7.3454414617045993e-10,1.5861042299989897e-13,4.6311215384056304e+03,3.2873348487783005e-10,6.5705224594481138e-10
down,outer,112,2.0887157948855612e-02,2.5961873875002396e-10,2.1415299798063819e-11,1.2123049464546668e+01,2.5964046712016896e-10,5.7696200427930585e-14,4.5001311211903940e+03,2.7420732351401966e-11,-2.5816659920963048e-10
down,outer,113,2.1191013235889164e-02,7.7680622999558791e-11,6.4071223016065851e-12,1.2124104916817398e+01,7.7626889813130771e-11,1.7745238852732211e-14,4.3745192982386179e+03,-6.7402083914203104e-11,3.8616554398629432e-11
down,outer,114,2.1495234224979058e-02,5.3218922850238917e-10,4.3891288928790597e-11,1.2125167464683372e+01,5.3213537878670997e-10,1.2509008165288436e-13,4.2540173589729193e+03,-2.0818013979351235e-11,-5.3178189629576877e-10
down,outer,115,2.1799768789424939e-02,1.4536612543090270e-10,1.1987735855772396e-11,1.2126236945812019e+01,1.4537839674805929e-10,3.5129365538221903e-14,4.1383723992932019e+03,-9.4670937755836349e-12,-1.4505752155002938e-10
down,outer,116,2.2104564748796938e-02,5.8599178703232393e-11,4.8320001094125727e-12,1.2127313198748315e+01,5.8607694367476013e-11,1.4552434922743452e-14,4.0273462605134391e+03,-3.8456349216176022e-11,4.4215076044906709e-11
down,outer,117,2.2409569877876498e-02,4.7904734164824325e-10,3.9497996230418061e-11,1.2128396054666716e+01,4.7923700385855950e-10,1.2223205693155924e-13,3.9207145481229709e+03,1.9394086336887995e-10,4.3803344285109347e-10
down,outer,118,2.2714731915604944e-02,8.8946861568380955e-11,7.3331109355515698e-12,1.2129485337138256e+01,8.8617709556313615e-11,2.3208890100371425e-14,3.8182657237407238e+03,5.9189986245655746e-11,-6.6393446296331149e-11
down,outer,119,2.3019998574038067e-02,7.7860437943312664e-11,6.4185251180504248e-12,1.2130580859510937e+01,7.7855446030814376e-11,2.0930007124184327e-14,3.7198002642270249e+03,-6.8705929834322887e-11,3.6629810296062715e-11
down,outer,120,2.3325317547305477e-02,2.6089913380952334e-10,2.1505601979378833e-11,1.2131682436031916e+01,2.6084460758584072e-10,7.1954555020826047e-14,3.6251298824701730e+03,-1.0950884643534664e-10,-2.3680407634785183e-10
down,outer,121,2.3630636520572894e-02,4.6726752279199295e-10,3.8512784549120582e-11,1.2132789884253198e+01,4.6731086334772414e-10,1.3222996815104517e-13,3.5340768048428999e+03,1.5861978397424537e-11,-4.6699821787399287e-10
down,outer,122,2.3935903179006023e-02,2.3089288421676803e-10,1.9028739879160138e-11,1.2133903016333566e+01,2.3099015207608576e-10,6.7022183351496281e-14,3.4464731007741611e+03,1.4040590912145490e-10,1.8329676665373995e-10
down,outer,123,2.4241065216734463e-02,5.5932705427028296e-10,4.6091970087124729e-11,1.2135021636372290e+01,5.5940008211370485e-10,1.6638115737618836e-13,3.3621600602819426e+03,-1.1539569300111907e-10,5.4729387688468023e-10
down,outer,124,2.4546070345814026e-02,1.5525283398018016e-10,1.2792598229335276e-11,1.2136145542675056e+01,1.5531024914192425e-10,4.7336432603367239e-14,3.2809876156758883e+03,4.1595171751396265e-11,1.4957701743867347e-10
down,outer,125,2.4850866305186025e-02,1.1791756595309195e-10,9.7153249419130872e-12,1.2137274528449510e+01,1.1772759226086738e-10,3.6757551161734338e-14,3.2028138039681266e+03,-9.3270280387969251e-11,7.2147121610299791e-11
down,outer,126,2.5155400869631903e-02,9.5839728610322096e-11,7.8955762220367075e-12,1.2138408384030484e+01,9.5851978030593173e-11,3.0648072665370077e-14,3.1275042668147421e+03,2.1955770534987096e-11,9.3290930536227279e-11
down,outer,127,2.5459621858721797e-02,1.6930079783461765e-10,1.3946220499659234e-11,1.2139546900090558e+01,1.6915988551012380e-10,5.5372721032645712e-14,3.0549317851003452e+03,-9.9789509988568170e-11,-1.3676554333486024e-10
down,outer,128,2.5763477145755356e-02,5.8094805602928624e-10,4.7851321668176234e-11,1.2140689865535077e+01,5.8089124123645985e-10,1.9460500563569398e-13,2.9849758455026822e+03,8.1952222785730555e-11,-5.7513865892033778e-10
down,outer,129,2.6066914666693402e-02,1.1607029009611936e-09,9.5595328381385427e-11,1.2141837060598544e+01,1.1606663738697385e-09,3.9782605914822006e-13,2.9175222366147291e+03,1.6108536726733291e-10,1.1494706297909829e-09
down,outer,130,2.6369882429078815e-02,1.5128512070017338e-09,1.2458640116255734e-10,1.2142988262641939e+01,1.5129032267086102e-09,5.3038493416712223e-13,2.8524626723878628e+03,3.4356428812998274e-10,1.4733235742525608e-09
down,outer,131,2.6672328520945213e-02,7.2290165819047335e-10,5.9526772981800093e-11,1.2144143248139716e+01,7.2297549830340328e-10,2.5915938595787728e-13,2.7896944408600843e+03,2.6405277964158813e-10,6.7295091721319977e-10
down,outer,132,2.6974201119711723e-02,9.2908924226081326e-11,7.6497830903068018e-12,1.2145301785590254e+01,9.3079480936597958e-11,3.4106040897759031e-14,2.7291200762828448e+03,9.2596152967416856e-11,7.6171291496507365e-12
down,outer,133,2.7275448501062616e-02,5.7225809203959404e-10,4.7113144134359210e-11,1.2146463636721098e+01,5.7226898880767941e-10,2.1428102533443235e-13,2.6706470529274752e+03,1.7543300145916874e-11,5.7198912273292990e-10
down,outer,134,2.7576019047809902e-02,2.2723465067409278e-10,1.8706091437311628e-11,1.2147628564503059e+01,2.2720231722597369e-10,8.6911255338152283e-14,2.6141874989836497e+03,1.0691270091456317e-10,2.0051249549624117e-10
down,outer,135,2.7875861258737755e-02,3.7099173179053917e-10,3.0537324165169607e-11,1.2148796331463991e+01,3.7099613226284814e-10,1.4493973122201615e-13,2.5596579290916634e+03,-2.0635937403312710e-11,3.7041736344889387e-10
down,outer,136,2.8174923757426921e-02,2.5057503983649814e-10,2.0623516598352902e-11,1.2149966696587057e+01,2.5045591098743699e-10,9.9903474090015582e-14,2.5069789941616027e+03,-1.6228351995550838e-10,1.9092383229946108e-10
down,outer,137,2.8473155301057818e-02,6.6651520756564163e-10,5.4852074759108635e-11,1.2151139414374867e+01,6.6655826684125808e-10,2.7139163085008155e-13,2.4560752472483910e+03,1.2055423326273740e-10,6.5552208106112175e-10
down,outer,138,2.8770504789190746e-02,6.6835308326868613e-10,5.4998008624324601e-11,1.2152314238030172e+01,6.6836983331299040e-10,2.7769196751929957e-13,2.4068749243405418e+03,-1.0255529758751436e-10,-6.6043792656955702e-10
down,outer,139,2.9066921272521685e-02,2.3932692493880470e-10,1.9692031421735193e-11,1.2153490912808834e+01,2.3945423785210793e-10,1.0149334523274228e-13,2.3593097390079793e+03,-7.3012706991448795e-11,-2.2791779574760085e-10
down,outer,140,2.9362353961612159e-02,2.2423978408994837e-10,1.8448859511101622e-11,1.2154669179144207e+01,2.2417199686126775e-10,9.6905102377833348e-14,2.3133146899450176e+03,2.5076829501813336e-11,2.2283319633942256e-10
down,outer,141,2.9656752235591794e-02,7.4938205788123831e-10,6.1647859525749613e-11,1.2155848777981172e+01,7.4937075775448995e-10,3.3028982241996586e-13,2.2688278805081063e+03,9.6581409536611318e-11,7.4313222242494703e-10
down,outer,142,2.9950065650831907e-02,2.2874938675144525e-10,1.8816223792053719e-11,1.2157029448600014e+01,2.2855115073460282e-10,1.0268314389717356e-13,2.2257903494216434e+03,-1.1404566180317488e-10,-1.9829238251389825e-10
down,outer,143,3.0242243949588778e-02,1.2873632401209773e-10,1.0588426601420761e-11,1.2158210927657922e+01,1.2873238910765630e-10,5.8939463891616085e-14,2.1841459118865178e+03,2.2240875807710836e-11,-1.2680057004388345e-10
down,outer,144,3.0533237068615045e-02,3.8548573682759746e-10,3.1702712338915839e-11,1.2159392947410510e+01,3.8551989915801497e-10,1.7982672096037336e-13,2.1438410103855931e+03,3.5464076120206300e-11,3.8385095102455580e-10
down,outer,145,3.0822995147737807e-02,4.2459040373754498e-10,3.4915322285607792e-11,1.2160575241562713e+01,4.2458606404527049e-10,2.0172040424823976e-13,2.1048245745272716e+03,-1.2015899386597084e-10,-4.0723313610158129e-10
down,outer,146,3.1111468538401892e-02,6.3759897819208102e-10,5.2426549061454917e-11,1.2161757537095973e+01,6.3760369398821136e-10,3.0846101693185935e-13,2.0670478893255458e+03,1.2108092306561957e-10,6.2599669892193788e-10
down,outer,147,3.1398607812176862e-02,1.2066277041610466e-10,9.9205270083189136e-12,1.2162939561065880e+01,1.2066111964980076e-10,5.9425378455155379e-14,2.0304644713513464e+03,2.9793945088840701e-11,1.1692657952977470e-10
down,outer,148,3.1684363769226363e-02,4.4324810323714668e-10,3.6438975070093529e-11,1.2164121037557191e+01,4.4325683146650822e-10,2.2218053968058709e-13,1.9950299522350001e+03,3.8236969146510091e-11,-4.4159575995905698e-10
down,outer,149,3.1968687446738218e-02,3.3929028365669374e-10,2.7890001612128750e-11,1.2165301686793157e+01,3.3931635852850353e-10,1.7305861058268620e-13,1.9607019690382904e+03,-4.8975934419104306e-11,-3.3573688273946800e-10
down,outer,150,3.2251530127314000e-02,4.0306288378442984e-10,3.3128961143163691e-11,1.2166481225977218e+01,4.0306651436658760e-10,2.0912012908356548e-13,1.9274400610451046e+03,-1.1322498494337196e-11,4.0290382141705550e-10
down,outer,151,3.2532843347316466e-02,1.8323844980378588e-10,1.5059465768625026e-11,1.2167659372455688e+01,1.8321131249956644e-10,9.6670944383266897e-14,1.8952055725575296e+03,1.1351808382187301e-11,1.8288648373498972e-10
down,outer,152,3.2812578905173570e-02,3.2730356345022460e-10,2.6896867350847122e-11,1.2168835841766388e+01,3.2733212541870616e-10,1.7561098480421872e-13,1.8639615613091341e+03,6.1907812209938129e-11,3.2139546579657008e-10
down,outer,153,3.3090688869637570e-02,4.3884493899030394e-10,3.6059537047393553e-11,1.2170010347429695e+01,4.3888657769906042e-10,2.3934837160115597e-13,1.8336727121353047e+03,8.9229068578333681e-11,4.2967784885661331e-10
down,outer,154,3.3367125587997731e-02,9.1106148459702568e-10,7.4853982099795648e-11,1.2171182601646958e+01,9.1107139644687646e-10,5.0494304865265769e-13,1.8043052555687086e+03,7.7633899309148546e-11,9.0774776584368055e-10
down,outer,155,3.3641841694245507e-02,1.1726261025167328e-10,9.6335208849002106e-12,1.2172352315701442e+01,1.1729855380253529e-10,6.6052921258207987e-14,1.7758268910469924e+03,1.9327650591094425e-11,1.1565881585795523e-10
down,outer,156,3.3914790117190320e-02,6.5197035902143730e-10,5.3556440690397665e-11,1.2173519199873404e+01,6.5197488840447907e-10,3.7293924283494734e-13,1.7482067144460452e+03,-5.3701931790328672e-11,-6.4975491653740391e-10
down,outer,157,3.4185924088525034e-02,2.9138481920990375e-10,2.3933667937176879e-11,1.2174682960202979e+01,2.9137866784401402e-10,1.6926693592797621e-13,1.7214151496663051e+03,5.7549520704469614e-11,2.8564517418061541e-10
down,outer,158,3.4455197150839459e-02,5.3193200026146741e-10,4.3687487348187187e-11,1.2175843303186440e+01,5.3195660557264976e-10,3.1376024048347765e-13,1.6954238840235150e+03,5.2357229662902682e-11,5.2934900907075644e-10
down,outer,159,3.4722563165580603e-02,1.9896559460039428e-10,1.6339459281218858e-11,1.2176999934697488e+01,1.9895678191169727e-10,1.1912111732153299e-13,1.6702058072094053e+03,1.4723333663368976e-10,1.3382694952213114e-10
down,outer,160,3.4987976320958222e-02,1.1404673314749554e-10,9.3648632327719200e-12,1.2178152559494311e+01,1.1406053744110854e-10,6.9306747840079178e-14,1.6457349536050347e+03,3.9493741610385769e-11,-1.0699019448168201e-10
