label,l,m,a,omega,omega_h,m_omega_h,p_horizon,superradiant,N,r_match,quad_order,tail_epsrel,B_inc,B_ref,A_ref_1_unit_horizon,A_hor_1_unit_horizon,A_ref_1_fixed_incident,A_hor_1_fixed_incident,T0,R0,linear_balance,T1,R1,nonlinear_balance,abs_nonlinear_balance,wronskian_relative_error,elapsed_s,rss_mb_before,rss_mb_after,status
kerr_a0.5_l0m0,0,0,5.0000000000000000e-01,1.1500000000000000e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.1500000000000000e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,9.2347184580785469e-01+2.7749960601203143e+00j,-1.2337568942326613e+00-1.8163690434211244e+00j,1.0522316802349645e+01-4.9768316137511208e+00j,1.0563141349816620e+00+2.6901939877092924e+00j,-5.5953869659152923e-02-4.6193307587253174e-01j,1.1537277515464663e-01-6.1091418988292612e-03j,4.3632348904394619e-01,5.6367651093863791e-01,9.9999999998258415e-01,1.0776872040920368e-01,-1.0776872041350052e-01,-4.2968406610555121e-12,4.2968406610555121e-12,2.0631125920470018e-16,1.242479e+00,7.710547e+01,8.361719e+01,ok
kerr_a0.5_l0m0,0,0,5.0000000000000000e-01,1.2500000000000000e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.2500000000000000e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.0270875601363780e+00+2.4805941259961690e+00j,-1.0948263037129597e+00-1.5091589151983653e+00j,7.4061283741669177e+00-3.4252601224280488e+00j,7.8754616528443333e-01+2.2004222808891636e+00j,-1.7127707957822813e-02-4.2128715517662052e-01j,1.2061892657564255e-01+5.8978083080617888e-03j,5.1774670172602189e-01,4.8225329828504471e-01,1.0000000000110667e+00,1.1313400227200811e-01,-1.1313400226929687e-01,2.7112340150736713e-12,2.7112340150736713e-12,1.8493117298479488e-16,1.174785e+00,8.361719e+01,8.377344e+01,ok
kerr_a0.5_l0m0,0,0,5.0000000000000000e-01,1.3500000000000001e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.3500000000000001e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.1185340389725815e+00+2.2378054502130227e+00j,-9.7156466967566790e-01-1.2581346964443674e+00j,5.3483143797858350e+00-2.3933044458221180e+00j,5.8550487223701264e-01+1.8251351855860014e+00j,1.5993423172996360e-02-3.7385976877899807e-01j,1.2097916816635877e-01+1.8666334316327467e-02j,5.9627982534031820e-01,4.0372017465722165e-01,9.9999999999753986e-01,1.1156120400506610e-01,-1.1156120400543514e-01,-3.6903813338540203e-13,3.6903813338540203e-13,1.6436061199279674e-16,1.179206e+00,8.377734e+01,8.384375e+01,ok
kerr_a0.5_l0m0,0,0,5.0000000000000000e-01,1.4999999999999999e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.4999999999999999e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.2360875698593945e+00+1.9465712159233848e+00j,-8.1210156456604643e-01-9.6202506225240747e-01j,3.4179463720888497e+00-1.4395326651722535e+00j,3.7267796348286991e-01+1.4091010591789184e+00j,5.0324575488936575e-02-2.9827922630449855e-01j,1.1331659402383357e-01+3.5949439588211507e-02j,7.0190226130817202e-01,2.9809773871418954e-01,1.0000000000223617e+00,9.8394187734252098e-02,-9.8394187732138025e-02,2.1140728057034153e-12,2.1140728057034153e-12,0.0000000000000000e+00,1.139572e+00,8.384766e+01,8.386719e+01,ok
