label,l,m,a,omega,omega_h,m_omega_h,p_horizon,superradiant,N,r_match,quad_order,tail_epsrel,B_inc,B_ref,A_ref_1_unit_horizon,A_hor_1_unit_horizon,A_ref_1_fixed_incident,A_hor_1_fixed_incident,T0,R0,linear_balance,T1,R1,nonlinear_balance,abs_nonlinear_balance,wronskian_relative_error,elapsed_s,rss_mb_before,rss_mb_after,status
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,2.0000000000000000e-02,1.3397459621556135e-01,0.0000000000000000e+00,2.0000000000000000e-02,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,-1.4009966656328510e+00+2.3174984416508181e+01j,-4.1649280757944034e+00-2.2758822853537342e+01j,6.4783202110962411e+03-1.1748335330454058e+03j,6.5355345573409807e+01+1.4233270191037326e+02j,-1.2493796798466805e-01-5.1103194310225863e-01j,1.1037024977804684e-02-5.8988687654723815e-03j,6.9234790613061084e-03,9.9307652093923460e-01,1.0000000000005407e+00,1.6788516804111485e-03,-1.6788516802670852e-03,1.4406336366901140e-13,1.4406336366901140e-13,1.3716194156538236e-16,1.820904e+00,7.724609e+01,8.477734e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,4.0000000000000001e-02,1.3397459621556135e-01,0.0000000000000000e+00,4.0000000000000001e-02,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,-5.1993607442958101e-01+1.0642357688519210e+01j,-3.1038678153345236e+00-1.0008199861562108e+01j,6.3631344168265650e+02-1.9170296540703725e+02j,1.5120699894357845e+01+3.1789706230604541e+01j,-1.8395515667950885e-01-5.1766292378365197e-01j,2.5638406502142455e-02-1.3767346371746239e-02j,3.2872784011439317e-02,9.6712721598620877e-01,9.9999999999764810e-01,8.7564347237896623e-03,-8.7564347244162739e-03,-6.2661160982191433e-13,6.2661160982191433e-13,0.0000000000000000e+00,1.593182e+00,8.477734e+01,8.478516e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,5.9999999999999998e-02,1.3397459621556135e-01,0.0000000000000000e+00,5.9999999999999998e-02,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,3.4728046644579187e-02+6.5122451310488341e+00j,-2.4004714189868341e+00-5.7372666700555257e+00j,1.4490373371920512e+02-5.6662834857026340e+01j,6.0951682105429343e+00+1.2604665141991784e+01j,-2.0235688482914463e-01-5.2573555292503160e-01j,4.5754401070215264e-02-2.1824926444569060e-02j,8.7998185624931044e-02,9.1200181437927941e-01,1.0000000000042104e+00,2.5293887305418088e-02,-2.5293887304226187e-02,1.1919007447680485e-12,1.1919007447680485e-12,3.5383914873602459e-16,1.563858e+00,8.478516e+01,8.479688e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,7.4999999999999997e-02,1.3397459621556135e-01,0.0000000000000000e+00,7.4999999999999997e-02,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,3.4654363537950611e-01+4.8990148551993791e+00j,-1.9959693860053400e+00-4.0502462203234968e+00j,6.0865744384632400e+01-2.6710338229946295e+01j,3.5644520063247778e+00+7.4580335002679066e+00j,-1.8866026366165853e-01-5.2843042195433232e-01j,6.4923585514329182e-02-2.5572159378709620e-02j,1.5472565822554973e-01,8.4527434177436467e-01,9.9999999999991440e-01,4.5729862704071415e-02,-4.5729862704090761e-02,-1.9345636204093353e-14,1.9345636204093353e-14,6.0874950547995064e-16,1.502091e+00,8.480078e+01,8.482422e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,8.9999999999999997e-02,1.3397459621556135e-01,0.0000000000000000e+00,8.9999999999999997e-02,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,5.9891737531825007e-01+3.8549550515813702e+00j,-1.6647163403242680e+00-2.9522955764840435e+00j,2.9145787333480435e+01-1.3634563825729233e+01j,2.2149232103062557e+00+4.8340457603089630e+00j,-1.5155541883044721e-01-5.2032083764239478e-01j,8.6178925841241094e-02-2.4363193795709455e-02j,2.4521699910144590e-01,7.5478300090301720e-01,1.0000000000044631e+00,7.1374366895496921e-02,-7.1374366895019165e-02,4.7775672307182049e-13,4.7775672307182049e-13,4.7595210004582305e-16,1.465584e+00,8.482422e+01,8.484375e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,1.1000000000000000e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.1000000000000000e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,8.6656881863411872e-01+2.9461739763346939e+00j,-1.3097537105140451e+00-1.9958399300440717e+00j,1.2679346784087564e+01-6.0340993988214171e+00j,1.2228464215757431e+00+2.9929397198885046e+00j,-7.6342050376792633e-02-4.7879225619107152e-01j,1.1105497977325145e-01-1.1345991855550580e-02j,3.9572656764215064e-01,6.0427343234425546e-01,9.9999999998640610e-01,1.0262301777127272e-01,-1.0262301777477695e-01,-3.5042246881999972e-12,3.5042246881999972e-12,1.2324594600689602e-16,1.437979e+00,8.484375e+01,8.486719e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,1.4000000000000001e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.4000000000000001e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.1601671368124757e+00+2.1321215548446633e+00j,-9.1522553282197672e-01-1.1498876146875721e+00j,4.5837548527243532e+00-2.0121055491579467e+00j,5.0413949969439387e-01+1.6697896222541599e+00j,2.9608896912493722e-02-3.4877018332172144e-01j,1.1940370387225921e-01+2.4840913589968733e-02j,6.3341735864311788e-01,3.6658264134621349e-01,9.9999999998933142e-01,1.0839596000759608e-01,-1.0839596000916751e-01,-1.5714374246300622e-12,1.5714374246300622e-12,0.0000000000000000e+00,1.389654e+00,8.486719e+01,8.487109e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,1.7999999999999999e-01,1.3397459621556135e-01,0.0000000000000000e+00,1.7999999999999999e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.4151277012188188e+00+1.5404412974566251e+00j,-5.6680742651135063e-01-5.6764807345488599e-01j,1.5628905500745554e+00-5.8780175580031235e-01j,1.4795978533498463e-01+8.9882641878608693e-01j,6.8226077258362147e-02-1.6919758868595267e-01j,8.3256094789289276e-02+5.4531675607701252e-02j,8.5293377711811047e-01,1.4706622286992110e-01,9.9999999998803157e-01,5.7684185830842803e-02,-5.7684185831477330e-02,-6.3452715304279650e-13,6.3452715304279650e-13,1.4743195073878077e-16,1.256512e+00,8.487109e+01,8.487500e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,2.3999999999999999e-01,1.3397459621556135e-01,0.0000000000000000e+00,2.3999999999999999e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.6272425022957613e+00+1.0947336940226857e+00j,-2.7418169200654402e-01-1.9782217851257122e-01j,4.3418339870171252e-01-1.6353018240140638e-01j,2.3229920070947627e-02+4.6877325389705987e-01j,3.5655155588801807e-02-5.0114514842852009e-02j,3.7242430103722218e-02+4.9841354096026053e-02j,9.7028119731890017e-01,2.9718802682551150e-02,1.0000000000014513e+00,1.1719940167076929e-02,-1.1719940167271939e-02,-1.9501067427540875e-13,1.9501067427540875e-13,2.3587071419490054e-16,1.242084e+00,8.487891e+01,8.533203e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,3.2000000000000001e-01,1.3397459621556135e-01,0.0000000000000000e+00,3.2000000000000001e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.7585823966684195e+00+8.0735111864245479e-01j,-1.0199814578289861e-01-4.4423477374408361e-02j,1.0227614565081022e-01-5.3636982125718442e-02j,2.1567862729144041e-03+2.8485336921083176e-01j,9.7396535963742512e-03-1.2616866999202669e-02j,1.6673126443158669e-02+3.5604171609738708e-02j,9.9669453719213075e-01,3.3054628102181225e-03,1.0000000000023488e+00,1.1481898800405729e-03,-1.1481898801443114e-03,-1.0373841542732354e-13,1.0373841542732354e-13,2.0045759851120554e-16,1.411078e+00,8.533203e+01,8.535547e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,4.5000000000000001e-01,1.3397459621556135e-01,0.0000000000000000e+00,4.5000000000000001e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.8412709173461914e+00+5.8492746701090059e-01j,-1.9154949744921355e-02-1.0065472781986399e-03j,1.1106487046616008e-02-1.0969103755649608e-02j,5.4046230723341539e-05+1.8331534118925449e-01j,1.0073915938398686e-03-1.9161350692884025e-03j,7.7041188898166199e-03+2.4226747141269322e-02j,9.9990142446865060e-01,9.8575552074976132e-05,1.0000000000207256e+00,2.8957577891011524e-05,-2.8957577987763212e-05,-9.6751687878818965e-14,9.6751687878818965e-14,6.3851711120893266e-17,1.215270e+00,8.535547e+01,8.581641e+01,ok
kerr_a0.5_l0m0_hires,0,0,5.0000000000000000e-01,5.9999999999999998e-01,1.3397459621556135e-01,0.0000000000000000e+00,5.9999999999999998e-01,false,240,4.0000000000000000e+01,192,9.9999999999999994e-12,1.8765506606182309e+00+4.5892844521367471e-01j,-2.4413980444794666e-03+9.6524460391224517e-04j,7.1899381911764515e-04-1.6460357280483136e-03j,8.9606952772158841e-07+1.3296194302052677e-01j,4.2633892236453655e-05-2.4546048506838658e-04j,4.3811447113675656e-03+1.7913903545225252e-02j,9.9999815326432828e-01,1.8467349948895194e-06,9.9999999999932321e-01,4.8020043901880061e-07,-4.8020046827743048e-07,-2.9258629863059275e-14,2.9258629863059275e-14,1.9156439850471785e-16,1.393316e+00,8.581641e+01,8.582812e+01,ok
